+------------------------+----------------------------+--------------------+
|                        |     Supported Features     |  Program Commands  |
+========================+============================+====================+
| Compatible Layers      | Hopfield Layer,            | hopfield,          |
|                        | HopfieldLayer Layer,       | hopfield_layer,    |
|                        | HopfieldPooling Layer,     | hopfield_pooling,  |
|                        | LSTM,                      | lstm,              |
|                        | GRU                        | gru                |
+------------------------+----------------------------+--------------------+
| Supported Loss Metrics | Huber Loss,                | huber,             |
|                        | Mean Absolute Error Loss,  | mae,               |
|                        | Mean Squared Error Loss,   | mse,               |
|                        | SmoothL1 Loss              | smooth_l1          |
+------------------------+----------------------------+--------------------+
| Supported Optimizers   | RMSprop (default),         | rmsprop,           |
|                        | AdamW,                     | adam,              |
|                        | Adam,                      | adamW,             |
|                        | SGD                        |  sgd               |
+------------------------+----------------------------+--------------------+
+------------------------------+-------------------------------------------+
|          Parameter           |                   Value                   |
+==============================+===========================================+
| Layer Type:                  | hopfield_pooling                          |
+------------------------------+-------------------------------------------+
| Loss Metric:                 | mse                                       |
+------------------------------+-------------------------------------------+
| Sequence Length:             | 20                                        |
+------------------------------+-------------------------------------------+
| Learning Rate:               | 0.000                                     |
+------------------------------+-------------------------------------------+
| Target Update Steps:         | 5000                                      |
+------------------------------+-------------------------------------------+
| Optimizer:                   | rmsprop                                   |
+------------------------------+-------------------------------------------+
| Hopfield Inverse Temperature | 0.100                                     |
+------------------------------+-------------------------------------------+
| Scale Q-values with lr       | yes                                       |
+------------------------------+-------------------------------------------+
| Hard or Soft Update          | hard                                      |
+------------------------------+-------------------------------------------+
| Polyak Factor                | None                                      |
+------------------------------+-------------------------------------------+
| Make POMDP                   | Train: False, Hidden dims: [1], mask      |
|                              | Evaluation: False, Hidden dims: [1], mask |
+------------------------------+-------------------------------------------+
---------------
| TRAINING... |
---------------
| Episode:   1 | Epsilon:  0.89 | Reward:   0.0 | Average Reward: 0.000 | Steps:   115 | Total Reward:   0.0|
| Episode:  70 | Epsilon:  0.35 | Reward:   0.0 | Average Reward: 1.257 | Steps: 11856 | Total Reward:  88.0|
| Episode:  71 | Epsilon:  0.35 | Reward:   6.0 | Average Reward: 1.324 | Steps: 12246 | Total Reward:  94.0|
| Episode:  72 | Epsilon:  0.34 | Reward:   0.0 | Average Reward: 1.306 | Steps: 12361 | Total Reward:  94.0|
| Episode:  73 | Epsilon:  0.34 | Reward:   6.0 | Average Reward: 1.370 | Steps: 12751 | Total Reward: 100.0|
| Episode:  74 | Epsilon:  0.33 | Reward:   0.0 | Average Reward: 1.351 | Steps: 12866 | Total Reward: 100.0|
| Episode:  75 | Epsilon:  0.33 | Reward:   0.0 | Average Reward: 1.333 | Steps: 12981 | Total Reward: 100.0|
| Episode:  76 | Epsilon:  0.33 | Reward:   0.0 | Average Reward: 1.316 | Steps: 13096 | Total Reward: 100.0|
| Episode:  77 | Epsilon:  0.32 | Reward:   0.0 | Average Reward: 1.299 | Steps: 13209 | Total Reward: 100.0|
| Episode:  78 | Epsilon:  0.32 | Reward:   0.0 | Average Reward: 1.282 | Steps: 13324 | Total Reward: 100.0|
| Episode:  79 | Epsilon:  0.32 | Reward:   0.0 | Average Reward: 1.266 | Steps: 13439 | Total Reward: 100.0|
| Episode:  80 | Epsilon:  0.31 | Reward:   0.0 | Average Reward: 1.250 | Steps: 13554 | Total Reward: 100.0|
| Episode:  81 | Epsilon:  0.31 | Reward:   0.0 | Average Reward: 1.235 | Steps: 13669 | Total Reward: 100.0|
| Episode:  82 | Epsilon:  0.30 | Reward:   0.0 | Average Reward: 1.220 | Steps: 13784 | Total Reward: 100.0|
| Episode:  83 | Epsilon:  0.30 | Reward:   0.0 | Average Reward: 1.205 | Steps: 13899 | Total Reward: 100.0|
| Episode:  84 | Epsilon:  0.30 | Reward:   0.0 | Average Reward: 1.190 | Steps: 14014 | Total Reward: 100.0|
| Episode:  85 | Epsilon:  0.29 | Reward:   0.0 | Average Reward: 1.176 | Steps: 14129 | Total Reward: 100.0|
| Episode:  86 | Epsilon:  0.29 | Reward:   0.0 | Average Reward: 1.163 | Steps: 14244 | Total Reward: 100.0|
| Episode:  87 | Epsilon:  0.29 | Reward:   0.0 | Average Reward: 1.149 | Steps: 14357 | Total Reward: 100.0|
| Episode:  88 | Epsilon:  0.29 | Reward:   0.0 | Average Reward: 1.136 | Steps: 14472 | Total Reward: 100.0|
| Episode:  89 | Epsilon:  0.28 | Reward:   5.0 | Average Reward: 1.180 | Steps: 14808 | Total Reward: 105.0|
| Episode:  90 | Epsilon:  0.28 | Reward:   0.0 | Average Reward: 1.167 | Steps: 14923 | Total Reward: 105.0|
| Episode:  91 | Epsilon:  0.28 | Reward:   0.0 | Average Reward: 1.154 | Steps: 15036 | Total Reward: 105.0|
| Episode:  92 | Epsilon:  0.27 | Reward:   0.0 | Average Reward: 1.141 | Steps: 15151 | Total Reward: 105.0|
| Episode:  93 | Epsilon:  0.27 | Reward:   6.0 | Average Reward: 1.194 | Steps: 15541 | Total Reward: 111.0|
| Episode:  94 | Epsilon:  0.27 | Reward:   0.0 | Average Reward: 1.181 | Steps: 15656 | Total Reward: 111.0|
| Episode:  95 | Epsilon:  0.26 | Reward:   0.0 | Average Reward: 1.168 | Steps: 15771 | Total Reward: 111.0|
| Episode:  96 | Epsilon:  0.26 | Reward:   2.0 | Average Reward: 1.177 | Steps: 15959 | Total Reward: 113.0|
| Episode:  97 | Epsilon:  0.26 | Reward:   0.0 | Average Reward: 1.165 | Steps: 16074 | Total Reward: 113.0|
| Episode:  98 | Epsilon:  0.26 | Reward:   0.0 | Average Reward: 1.153 | Steps: 16189 | Total Reward: 113.0|
| Episode:  99 | Epsilon:  0.25 | Reward:   6.0 | Average Reward: 1.202 | Steps: 16579 | Total Reward: 119.0|
| Episode: 100 | Epsilon:  0.25 | Reward:   6.0 | Average Reward: 1.250 | Steps: 16969 | Total Reward: 125.0|
| Episode: 101 | Epsilon:  0.25 | Reward:   6.0 | Average Reward: 1.310 | Steps: 17359 | Total Reward: 131.0|
| Episode: 102 | Epsilon:  0.25 | Reward:   0.0 | Average Reward: 1.290 | Steps: 17472 | Total Reward: 131.0|
| Episode: 103 | Epsilon:  0.24 | Reward:   0.0 | Average Reward: 1.260 | Steps: 17587 | Total Reward: 131.0|
| Episode: 104 | Epsilon:  0.24 | Reward:   0.0 | Average Reward: 1.260 | Steps: 17698 | Total Reward: 131.0|
| Episode: 105 | Epsilon:  0.24 | Reward:   0.0 | Average Reward: 1.260 | Steps: 17813 | Total Reward: 131.0|
| Episode: 106 | Epsilon:  0.24 | Reward:   0.0 | Average Reward: 1.260 | Steps: 17926 | Total Reward: 131.0|
| Episode: 107 | Epsilon:  0.23 | Reward:   0.0 | Average Reward: 1.260 | Steps: 18039 | Total Reward: 131.0|
| Episode: 108 | Epsilon:  0.23 | Reward:   0.0 | Average Reward: 1.260 | Steps: 18154 | Total Reward: 131.0|
| Episode: 109 | Epsilon:  0.23 | Reward:   0.0 | Average Reward: 1.210 | Steps: 18269 | Total Reward: 131.0|
| Episode: 110 | Epsilon:  0.23 | Reward:   5.0 | Average Reward: 1.260 | Steps: 18605 | Total Reward: 136.0|
| Episode: 111 | Epsilon:  0.23 | Reward:   5.0 | Average Reward: 1.310 | Steps: 18941 | Total Reward: 141.0|
| Episode: 112 | Epsilon:  0.22 | Reward:   0.0 | Average Reward: 1.310 | Steps: 19056 | Total Reward: 141.0|
| Episode: 113 | Epsilon:  0.22 | Reward:   0.0 | Average Reward: 1.310 | Steps: 19171 | Total Reward: 141.0|
| Episode: 114 | Epsilon:  0.22 | Reward:   0.0 | Average Reward: 1.300 | Steps: 19286 | Total Reward: 141.0|
| Episode: 115 | Epsilon:  0.22 | Reward:   0.0 | Average Reward: 1.300 | Steps: 19401 | Total Reward: 141.0|
| Episode: 116 | Epsilon:  0.22 | Reward:   2.0 | Average Reward: 1.280 | Steps: 19589 | Total Reward: 143.0|
| Episode: 117 | Epsilon:  0.21 | Reward:   0.0 | Average Reward: 1.280 | Steps: 19702 | Total Reward: 143.0|
| Episode: 118 | Epsilon:  0.21 | Reward:   0.0 | Average Reward: 1.280 | Steps: 19817 | Total Reward: 143.0|
| Episode: 119 | Epsilon:  0.21 | Reward:   0.0 | Average Reward: 1.280 | Steps: 19932 | Total Reward: 143.0|
| Episode: 120 | Epsilon:  0.21 | Reward:   0.0 | Average Reward: 1.280 | Steps: 20047 | Total Reward: 143.0|
| Episode: 121 | Epsilon:  0.21 | Reward:   0.0 | Average Reward: 1.220 | Steps: 20162 | Total Reward: 143.0|
| Episode: 122 | Epsilon:  0.21 | Reward:   0.0 | Average Reward: 1.220 | Steps: 20275 | Total Reward: 143.0|
| Episode: 123 | Epsilon:  0.20 | Reward:   0.0 | Average Reward: 1.170 | Steps: 20390 | Total Reward: 143.0|
| Episode: 124 | Epsilon:  0.20 | Reward:   0.0 | Average Reward: 1.170 | Steps: 20505 | Total Reward: 143.0|
| Episode: 125 | Epsilon:  0.20 | Reward:   0.0 | Average Reward: 1.150 | Steps: 20620 | Total Reward: 143.0|
| Episode: 126 | Epsilon:  0.20 | Reward:   6.0 | Average Reward: 1.210 | Steps: 21010 | Total Reward: 149.0|
| Episode: 127 | Epsilon:  0.20 | Reward:   0.0 | Average Reward: 1.210 | Steps: 21125 | Total Reward: 149.0|
| Episode: 128 | Epsilon:  0.20 | Reward:   0.0 | Average Reward: 1.160 | Steps: 21240 | Total Reward: 149.0|
| Episode: 129 | Epsilon:  0.19 | Reward:   6.0 | Average Reward: 1.220 | Steps: 21630 | Total Reward: 155.0|
| Episode: 130 | Epsilon:  0.19 | Reward:   5.0 | Average Reward: 1.270 | Steps: 21966 | Total Reward: 160.0|
| Episode: 131 | Epsilon:  0.19 | Reward:   0.0 | Average Reward: 1.270 | Steps: 22081 | Total Reward: 160.0|
| Episode: 132 | Epsilon:  0.19 | Reward:   2.0 | Average Reward: 1.290 | Steps: 22269 | Total Reward: 162.0|
| Episode: 133 | Epsilon:  0.19 | Reward:   6.0 | Average Reward: 1.350 | Steps: 22659 | Total Reward: 168.0|
| Episode: 134 | Epsilon:  0.19 | Reward:   6.0 | Average Reward: 1.410 | Steps: 23049 | Total Reward: 174.0|
| Episode: 135 | Epsilon:  0.18 | Reward:   0.0 | Average Reward: 1.350 | Steps: 23164 | Total Reward: 174.0|
| Episode: 136 | Epsilon:  0.18 | Reward:   0.0 | Average Reward: 1.350 | Steps: 23277 | Total Reward: 174.0|
| Episode: 137 | Epsilon:  0.18 | Reward:   0.0 | Average Reward: 1.310 | Steps: 23392 | Total Reward: 174.0|
| Episode: 138 | Epsilon:  0.18 | Reward:   0.0 | Average Reward: 1.310 | Steps: 23505 | Total Reward: 174.0|
| Episode: 139 | Epsilon:  0.18 | Reward:   6.0 | Average Reward: 1.310 | Steps: 23895 | Total Reward: 180.0|
| Episode: 140 | Epsilon:  0.18 | Reward:   0.0 | Average Reward: 1.310 | Steps: 24010 | Total Reward: 180.0|
| Episode: 141 | Epsilon:  0.18 | Reward:   5.0 | Average Reward: 1.360 | Steps: 24346 | Total Reward: 185.0|
| Episode: 142 | Epsilon:  0.18 | Reward:   0.0 | Average Reward: 1.360 | Steps: 24461 | Total Reward: 185.0|
| Episode: 143 | Epsilon:  0.17 | Reward:   0.0 | Average Reward: 1.300 | Steps: 24576 | Total Reward: 185.0|
| Episode: 144 | Epsilon:  0.17 | Reward:   5.0 | Average Reward: 1.350 | Steps: 24912 | Total Reward: 190.0|
| Episode: 145 | Epsilon:  0.17 | Reward:   0.0 | Average Reward: 1.330 | Steps: 25027 | Total Reward: 190.0|
| Episode: 146 | Epsilon:  0.17 | Reward:   0.0 | Average Reward: 1.330 | Steps: 25140 | Total Reward: 190.0|
| Episode: 147 | Epsilon:  0.17 | Reward:   2.0 | Average Reward: 1.350 | Steps: 25328 | Total Reward: 192.0|
| Episode: 148 | Epsilon:  0.17 | Reward:   6.0 | Average Reward: 1.410 | Steps: 25718 | Total Reward: 198.0|
| Episode: 149 | Epsilon:  0.17 | Reward:   6.0 | Average Reward: 1.470 | Steps: 26108 | Total Reward: 204.0|
| Episode: 150 | Epsilon:  0.17 | Reward:   0.0 | Average Reward: 1.470 | Steps: 26223 | Total Reward: 204.0|
| Episode: 151 | Epsilon:  0.16 | Reward:   0.0 | Average Reward: 1.470 | Steps: 26338 | Total Reward: 204.0|
| Episode: 152 | Epsilon:  0.16 | Reward:   0.0 | Average Reward: 1.470 | Steps: 26453 | Total Reward: 204.0|
| Episode: 153 | Epsilon:  0.16 | Reward:   0.0 | Average Reward: 1.420 | Steps: 26568 | Total Reward: 204.0|
| Episode: 154 | Epsilon:  0.16 | Reward:   0.0 | Average Reward: 1.360 | Steps: 26683 | Total Reward: 204.0|
| Episode: 155 | Epsilon:  0.16 | Reward:   0.0 | Average Reward: 1.360 | Steps: 26798 | Total Reward: 204.0|
| Episode: 156 | Epsilon:  0.16 | Reward:   0.0 | Average Reward: 1.340 | Steps: 26913 | Total Reward: 204.0|
| Episode: 157 | Epsilon:  0.16 | Reward:   0.0 | Average Reward: 1.340 | Steps: 27028 | Total Reward: 204.0|
| Episode: 158 | Epsilon:  0.16 | Reward:   0.0 | Average Reward: 1.340 | Steps: 27143 | Total Reward: 204.0|
| Episode: 159 | Epsilon:  0.16 | Reward:   0.0 | Average Reward: 1.340 | Steps: 27258 | Total Reward: 204.0|
| Episode: 160 | Epsilon:  0.16 | Reward:   0.0 | Average Reward: 1.340 | Steps: 27371 | Total Reward: 204.0|
| Episode: 161 | Epsilon:  0.15 | Reward:   0.0 | Average Reward: 1.280 | Steps: 27486 | Total Reward: 204.0|
| Episode: 162 | Epsilon:  0.15 | Reward:   0.0 | Average Reward: 1.280 | Steps: 27601 | Total Reward: 204.0|
| Episode: 163 | Epsilon:  0.15 | Reward:   0.0 | Average Reward: 1.280 | Steps: 27716 | Total Reward: 204.0|
| Episode: 164 | Epsilon:  0.15 | Reward:   0.0 | Average Reward: 1.260 | Steps: 27831 | Total Reward: 204.0|
| Episode: 165 | Epsilon:  0.15 | Reward:   0.0 | Average Reward: 1.260 | Steps: 27946 | Total Reward: 204.0|
| Episode: 166 | Epsilon:  0.15 | Reward:   0.0 | Average Reward: 1.210 | Steps: 28061 | Total Reward: 204.0|
| Episode: 167 | Epsilon:  0.15 | Reward:   0.0 | Average Reward: 1.210 | Steps: 28176 | Total Reward: 204.0|
| Episode: 168 | Epsilon:  0.15 | Reward:   5.0 | Average Reward: 1.260 | Steps: 28512 | Total Reward: 209.0|
| Episode: 169 | Epsilon:  0.15 | Reward:   0.0 | Average Reward: 1.210 | Steps: 28627 | Total Reward: 209.0|
| Episode: 170 | Epsilon:  0.15 | Reward:   0.0 | Average Reward: 1.210 | Steps: 28742 | Total Reward: 209.0|
| Episode: 171 | Epsilon:  0.15 | Reward:   0.0 | Average Reward: 1.150 | Steps: 28857 | Total Reward: 209.0|
| Episode: 172 | Epsilon:  0.15 | Reward:   0.0 | Average Reward: 1.150 | Steps: 28972 | Total Reward: 209.0|
| Episode: 173 | Epsilon:  0.14 | Reward:   6.0 | Average Reward: 1.150 | Steps: 29362 | Total Reward: 215.0|
| Episode: 174 | Epsilon:  0.14 | Reward:   0.0 | Average Reward: 1.150 | Steps: 29477 | Total Reward: 215.0|
| Episode: 175 | Epsilon:  0.14 | Reward:   6.0 | Average Reward: 1.210 | Steps: 29867 | Total Reward: 221.0|
| Episode: 176 | Epsilon:  0.14 | Reward:   0.0 | Average Reward: 1.210 | Steps: 29982 | Total Reward: 221.0|
| Episode: 177 | Epsilon:  0.14 | Reward:   0.0 | Average Reward: 1.210 | Steps: 30097 | Total Reward: 221.0|
| Episode: 178 | Epsilon:  0.14 | Reward:   2.0 | Average Reward: 1.230 | Steps: 30285 | Total Reward: 223.0|
| Episode: 179 | Epsilon:  0.14 | Reward:   0.0 | Average Reward: 1.230 | Steps: 30400 | Total Reward: 223.0|
| Episode: 180 | Epsilon:  0.14 | Reward:   0.0 | Average Reward: 1.230 | Steps: 30515 | Total Reward: 223.0|
| Episode: 181 | Epsilon:  0.14 | Reward:   0.0 | Average Reward: 1.230 | Steps: 30630 | Total Reward: 223.0|
| Episode: 182 | Epsilon:  0.14 | Reward:   6.0 | Average Reward: 1.290 | Steps: 31020 | Total Reward: 229.0|
| Episode: 183 | Epsilon:  0.14 | Reward:   0.0 | Average Reward: 1.290 | Steps: 31135 | Total Reward: 229.0|
| Episode: 184 | Epsilon:  0.14 | Reward:   0.0 | Average Reward: 1.290 | Steps: 31248 | Total Reward: 229.0|
| Episode: 185 | Epsilon:  0.14 | Reward:   6.0 | Average Reward: 1.350 | Steps: 31638 | Total Reward: 235.0|
| Episode: 186 | Epsilon:  0.14 | Reward:   6.0 | Average Reward: 1.410 | Steps: 32028 | Total Reward: 241.0|
| Episode: 187 | Epsilon:  0.14 | Reward:   0.0 | Average Reward: 1.410 | Steps: 32143 | Total Reward: 241.0|
| Episode: 188 | Epsilon:  0.13 | Reward:   0.0 | Average Reward: 1.410 | Steps: 32258 | Total Reward: 241.0|
| Episode: 189 | Epsilon:  0.13 | Reward:   0.0 | Average Reward: 1.360 | Steps: 32373 | Total Reward: 241.0|
