+------------------------+----------------------------+--------------------+
|                        |     Supported Features     |  Program Commands  |
+========================+============================+====================+
| Compatible Layers      | Hopfield Layer,            | hopfield,          |
|                        | HopfieldLayer Layer,       | hopfield_layer,    |
|                        | HopfieldPooling Layer,     | hopfield_pooling,  |
|                        | LSTM,                      | lstm,              |
|                        | GRU                        | gru                |
+------------------------+----------------------------+--------------------+
| Supported Loss Metrics | Huber Loss,                | huber,             |
|                        | Mean Absolute Error Loss,  | mae,               |
|                        | Mean Squared Error Loss,   | mse,               |
|                        | SmoothL1 Loss              | smooth_l1          |
+------------------------+----------------------------+--------------------+
| Supported Optimizers   | RMSprop (default),         | rmsprop,           |
|                        | AdamW,                     | adam,              |
|                        | Adam                       | adamW              |
+------------------------+----------------------------+--------------------+
| Episode:   1 | Epsilon:  0.90 | Reward: -327.64092665210705 | Average Reward: -327.641 | Steps:   103 | Total Reward: -327.64092665210705|
| Episode:  47 | Epsilon:  0.18 | Reward: -294.6558619353001 | Average Reward: -202.232 | Steps: 10405 | Total Reward: -9504.914007945243|
| Episode:  48 | Epsilon:  0.18 | Reward: -107.66281583177344 | Average Reward: -200.262 | Steps: 10537 | Total Reward: -9612.576823777008|
| Episode:  49 | Epsilon:  0.17 | Reward: -121.41897644353271 | Average Reward: -198.653 | Steps: 10855 | Total Reward: -9733.995800220546|
| Episode:  50 | Epsilon:  0.17 | Reward: -240.25932442320484 | Average Reward: -199.485 | Steps: 11052 | Total Reward: -9974.255124643756|
| Episode:  51 | Epsilon:  0.17 | Reward: -252.84242576314153 | Average Reward: -200.531 | Steps: 11218 | Total Reward: -10227.097550406905|
| Episode:  52 | Epsilon:  0.16 | Reward: -422.5134788738374 | Average Reward: -204.800 | Steps: 11386 | Total Reward: -10649.611029280743|
| Episode:  53 | Epsilon:  0.16 | Reward: -207.67730407927405 | Average Reward: -204.854 | Steps: 11549 | Total Reward: -10857.288333360013|
| Episode:  54 | Epsilon:  0.16 | Reward: -97.9367416921736 | Average Reward: -202.875 | Steps: 11742 | Total Reward: -10955.225075052185|
| Episode:  55 | Epsilon:  0.15 | Reward: -64.61629700003763 | Average Reward: -200.361 | Steps: 11917 | Total Reward: -11019.84137205223|
| Episode:  56 | Epsilon:  0.15 | Reward: 50.390425033602526 | Average Reward: -195.883 | Steps: 12917 | Total Reward: -10969.450947018644|
| Episode:  57 | Epsilon:  0.15 | Reward: -26.263751402153602 | Average Reward: -192.907 | Steps: 13127 | Total Reward: -10995.7146984208|
| Episode:  58 | Epsilon:  0.15 | Reward: -98.64654022891953 | Average Reward: -191.282 | Steps: 13377 | Total Reward: -11094.361238649715|
| Episode:  59 | Epsilon:  0.14 | Reward: -92.90288327359917 | Average Reward: -189.615 | Steps: 13577 | Total Reward: -11187.264121923297|
| Episode:  60 | Epsilon:  0.14 | Reward: -63.969433518770174 | Average Reward: -187.521 | Steps: 13752 | Total Reward: -11251.233555442064|
| Episode:  61 | Epsilon:  0.14 | Reward: -219.7017907187339 | Average Reward: -188.048 | Steps: 13994 | Total Reward: -11470.935346160795|
| Episode:  62 | Epsilon:  0.14 | Reward: -216.77498061377463 | Average Reward: -188.511 | Steps: 14241 | Total Reward: -11687.710326774575|
| Episode:  63 | Epsilon:  0.14 | Reward: -196.09275338312142 | Average Reward: -188.632 | Steps: 14425 | Total Reward: -11883.803080157704|
| Episode:  64 | Epsilon:  0.13 | Reward: -224.07324215149762 | Average Reward: -189.186 | Steps: 14640 | Total Reward: -12107.876322309194|
| Episode:  65 | Epsilon:  0.13 | Reward: -31.473963148819294 | Average Reward: -186.759 | Steps: 14777 | Total Reward: -12139.35028545801|
| Episode:  66 | Epsilon:  0.13 | Reward: -195.20635521802922 | Average Reward: -186.887 | Steps: 14989 | Total Reward: -12334.556640676037|
| Episode:  67 | Epsilon:  0.13 | Reward: -206.40448627030537 | Average Reward: -187.179 | Steps: 15197 | Total Reward: -12540.96112694635|
| Episode:  68 | Epsilon:  0.13 | Reward: -127.74716035699821 | Average Reward: -186.305 | Steps: 15428 | Total Reward: -12668.708287303347|
| Episode:  69 | Epsilon:  0.13 | Reward: -167.5343968472862 | Average Reward: -186.033 | Steps: 15616 | Total Reward: -12836.242684150635|
| Episode:  70 | Epsilon:  0.13 | Reward: -126.75767494756836 | Average Reward: -185.186 | Steps: 15793 | Total Reward: -12963.000359098203|
| Episode:  71 | Epsilon:  0.12 | Reward: -253.65889491759424 | Average Reward: -186.150 | Steps: 16018 | Total Reward: -13216.659254015796|
| Episode:  72 | Epsilon:  0.12 | Reward: -225.2758666631334 | Average Reward: -186.694 | Steps: 16241 | Total Reward: -13441.93512067894|
| Episode:  73 | Epsilon:  0.12 | Reward: -123.74947210037045 | Average Reward: -185.831 | Steps: 16475 | Total Reward: -13565.6845927793|
| Episode:  74 | Epsilon:  0.12 | Reward: 71.8839203069781 | Average Reward: -182.349 | Steps: 17475 | Total Reward: -13493.80067247231|
| Episode:  75 | Epsilon:  0.12 | Reward: -251.32701598939133 | Average Reward: -183.268 | Steps: 17666 | Total Reward: -13745.1276884617|
| Episode:  76 | Epsilon:  0.12 | Reward: -206.25500556353222 | Average Reward: -183.571 | Steps: 17882 | Total Reward: -13951.382694025233|
| Episode:  77 | Epsilon:  0.12 | Reward: 25.24125595245532 | Average Reward: -180.859 | Steps: 18034 | Total Reward: -13926.141438072773|
| Episode:  78 | Epsilon:  0.12 | Reward: -102.60608410606537 | Average Reward: -179.856 | Steps: 18213 | Total Reward: -14028.74752217884|
| Episode:  79 | Epsilon:  0.12 | Reward: -269.72589032125904 | Average Reward: -180.993 | Steps: 18540 | Total Reward: -14298.473412500101|
| Episode:  80 | Epsilon:  0.12 | Reward: -45.80739479828726 | Average Reward: -179.304 | Steps: 18769 | Total Reward: -14344.280807298397|
| Episode:  81 | Epsilon:  0.11 | Reward: 3.2567253587630915 | Average Reward: -177.050 | Steps: 18989 | Total Reward: -14341.024081939648|
| Episode:  82 | Epsilon:  0.11 | Reward: 2.2968968422646725 | Average Reward: -174.863 | Steps: 19222 | Total Reward: -14338.72718509737|
| Episode:  83 | Epsilon:  0.11 | Reward: -33.841612465590075 | Average Reward: -173.163 | Steps: 19426 | Total Reward: -14372.568797562966|
| Episode:  84 | Epsilon:  0.11 | Reward: -40.12820967141491 | Average Reward: -171.580 | Steps: 20426 | Total Reward: -14412.697007234374|
| Episode:  85 | Epsilon:  0.11 | Reward: -233.0984953768321 | Average Reward: -172.303 | Steps: 20767 | Total Reward: -14645.795502611201|
| Episode:  86 | Epsilon:  0.11 | Reward: -177.384032385729 | Average Reward: -172.363 | Steps: 20976 | Total Reward: -14823.179534996934|
| Episode:  87 | Epsilon:  0.11 | Reward: -139.5651586913076 | Average Reward: -171.986 | Steps: 21275 | Total Reward: -14962.744693688242|
| Episode:  88 | Epsilon:  0.11 | Reward: -189.4756314855668 | Average Reward: -172.184 | Steps: 21423 | Total Reward: -15152.220325173808|
| Episode:  89 | Epsilon:  0.11 | Reward: -39.53786122590972 | Average Reward: -170.694 | Steps: 21592 | Total Reward: -15191.758186399704|
| Episode:  90 | Epsilon:  0.11 | Reward: -234.92996714417657 | Average Reward: -171.408 | Steps: 21792 | Total Reward: -15426.68815354388|
| Episode:  91 | Epsilon:  0.11 | Reward: -244.49577381175123 | Average Reward: -172.211 | Steps: 22011 | Total Reward: -15671.18392735561|
| Episode:  92 | Epsilon:  0.11 | Reward: -213.9082092685479 | Average Reward: -172.664 | Steps: 22216 | Total Reward: -15885.09213662415|
| Episode:  93 | Epsilon:  0.11 | Reward: -148.98772479764983 | Average Reward: -172.409 | Steps: 22378 | Total Reward: -16034.079861421806|
| Episode:  94 | Epsilon:  0.11 | Reward: -17.3068349990931 | Average Reward: -170.759 | Steps: 22572 | Total Reward: -16051.3866964209|
| Episode:  95 | Epsilon:  0.11 | Reward: -54.35996158964826 | Average Reward: -169.534 | Steps: 22821 | Total Reward: -16105.746658010541|
| Episode:  96 | Epsilon:  0.11 | Reward: -53.07355556948902 | Average Reward: -168.321 | Steps: 23061 | Total Reward: -16158.820213580037|
| Episode:  97 | Epsilon:  0.11 | Reward: -71.16240806356245 | Average Reward: -167.319 | Steps: 23312 | Total Reward: -16229.982621643596|
| Episode:  98 | Epsilon:  0.11 | Reward: -55.956156020973765 | Average Reward: -166.183 | Steps: 23501 | Total Reward: -16285.938777664569|
| Episode:  99 | Epsilon:  0.11 | Reward: -67.90691984377744 | Average Reward: -165.190 | Steps: 23686 | Total Reward: -16353.845697508348|
| Episode: 100 | Epsilon:  0.11 | Reward: -22.624019037423068 | Average Reward: -163.765 | Steps: 23876 | Total Reward: -16376.469716545775|
| Episode: 101 | Epsilon:  0.11 | Reward: 36.69883508946019 | Average Reward: -160.121 | Steps: 24876 | Total Reward: -16339.77088145631|
| Episode: 102 | Epsilon:  0.11 | Reward: 63.92670916243969 | Average Reward: -158.117 | Steps: 25062 | Total Reward: -16275.844172293864|
| Episode: 103 | Epsilon:  0.10 | Reward: -201.2178442683549 | Average Reward: -159.039 | Steps: 25362 | Total Reward: -16477.06201656222|
| Episode: 104 | Epsilon:  0.10 | Reward: -257.04380263827215 | Average Reward: -160.071 | Steps: 25543 | Total Reward: -16734.10581920051|
| Episode: 105 | Epsilon:  0.10 | Reward: -20.586631560513013 | Average Reward: -159.351 | Steps: 25780 | Total Reward: -16754.69245076103|
| Episode: 106 | Epsilon:  0.10 | Reward: -408.3600316889426 | Average Reward: -162.328 | Steps: 25942 | Total Reward: -17163.052482449977|
| Episode: 107 | Epsilon:  0.10 | Reward: -258.06118393030727 | Average Reward: -164.660 | Steps: 26089 | Total Reward: -17421.113666380283|
| Episode: 108 | Epsilon:  0.10 | Reward: -293.3762025185117 | Average Reward: -165.926 | Steps: 26319 | Total Reward: -17714.489868898803|
| Episode: 109 | Epsilon:  0.10 | Reward: -530.6669353577092 | Average Reward: -170.153 | Steps: 26528 | Total Reward: -18245.15680425652|
| Episode: 110 | Epsilon:  0.10 | Reward: -472.5901749855218 | Average Reward: -173.237 | Steps: 26696 | Total Reward: -18717.74697924203|
| Episode: 111 | Epsilon:  0.10 | Reward: -244.2776314189244 | Average Reward: -174.810 | Steps: 26863 | Total Reward: -18962.024610660956|
| Episode: 112 | Epsilon:  0.10 | Reward: -194.33760133320226 | Average Reward: -175.417 | Steps: 27077 | Total Reward: -19156.36221199416|
| Episode: 113 | Epsilon:  0.10 | Reward: -228.71617929337606 | Average Reward: -175.280 | Steps: 27287 | Total Reward: -19385.078391287545|
| Episode: 114 | Epsilon:  0.10 | Reward: -86.70830295836616 | Average Reward: -175.071 | Steps: 27506 | Total Reward: -19471.78669424591|
| Episode: 115 | Epsilon:  0.10 | Reward: -146.62031119852708 | Average Reward: -173.629 | Steps: 27694 | Total Reward: -19618.40700544443|
| Episode: 116 | Epsilon:  0.10 | Reward: -16.320245713315714 | Average Reward: -172.258 | Steps: 27962 | Total Reward: -19634.727251157725|
| Episode: 117 | Epsilon:  0.10 | Reward: -160.77254996855737 | Average Reward: -172.807 | Steps: 28161 | Total Reward: -19795.49980112626|
| Episode: 118 | Epsilon:  0.10 | Reward: -258.7267850713565 | Average Reward: -174.346 | Steps: 28929 | Total Reward: -20054.226586197587|
| Episode: 119 | Epsilon:  0.10 | Reward: 62.61465084826157 | Average Reward: -172.645 | Steps: 29929 | Total Reward: -19991.611935349305|
| Episode: 120 | Epsilon:  0.10 | Reward: -67.7373849245463 | Average Reward: -171.775 | Steps: 30124 | Total Reward: -20059.349320273872|
| Episode: 121 | Epsilon:  0.10 | Reward: -73.97347641694735 | Average Reward: -169.786 | Steps: 30294 | Total Reward: -20133.322796690816|
| Episode: 122 | Epsilon:  0.10 | Reward: -181.07206623987918 | Average Reward: -170.206 | Steps: 30457 | Total Reward: -20314.39486293071|
| Episode: 123 | Epsilon:  0.10 | Reward: -232.51651361557467 | Average Reward: -171.180 | Steps: 30681 | Total Reward: -20546.9113765463|
| Episode: 124 | Epsilon:  0.10 | Reward: 30.276605366104324 | Average Reward: -169.081 | Steps: 31681 | Total Reward: -20516.634771180205|
| Episode: 125 | Epsilon:  0.10 | Reward: -138.94690916869098 | Average Reward: -168.968 | Steps: 31829 | Total Reward: -20655.581680348885|
| Episode: 126 | Epsilon:  0.10 | Reward: -44.34438550273188 | Average Reward: -166.749 | Steps: 32010 | Total Reward: -20699.926065851603|
| Episode: 127 | Epsilon:  0.10 | Reward: -236.6079852332721 | Average Reward: -164.865 | Steps: 32240 | Total Reward: -20936.53405108489|
| Episode: 128 | Epsilon:  0.10 | Reward: -229.27908396904468 | Average Reward: -158.471 | Steps: 32502 | Total Reward: -21165.81313505391|
| Episode: 129 | Epsilon:  0.10 | Reward: -1.8303916677997307 | Average Reward: -155.633 | Steps: 32691 | Total Reward: -21167.643526721717|
| Episode: 130 | Epsilon:  0.10 | Reward: -122.04790358587266 | Average Reward: -151.955 | Steps: 32859 | Total Reward: -21289.69143030759|
| Episode: 131 | Epsilon:  0.10 | Reward: -18.46276241724412 | Average Reward: -150.917 | Steps: 33052 | Total Reward: -21308.154192724804|
| Episode: 132 | Epsilon:  0.10 | Reward: -203.32147753101333 | Average Reward: -150.324 | Steps: 33203 | Total Reward: -21511.47567025584|
| Episode: 133 | Epsilon:  0.10 | Reward: -259.79860924985576 | Average Reward: -152.961 | Steps: 33457 | Total Reward: -21771.27427950569|
| Episode: 134 | Epsilon:  0.10 | Reward: -245.05866105863305 | Average Reward: -154.786 | Steps: 33721 | Total Reward: -22016.33294056432|
| Episode: 135 | Epsilon:  0.10 | Reward: -116.42286434685647 | Average Reward: -154.693 | Steps: 33915 | Total Reward: -22132.755804911172|
| Episode: 136 | Epsilon:  0.10 | Reward: 40.79303362729409 | Average Reward: -152.483 | Steps: 34915 | Total Reward: -22091.962771283816|
| Episode: 137 | Epsilon:  0.10 | Reward: -21.46232452493443 | Average Reward: -147.082 | Steps: 35172 | Total Reward: -22113.425095808754|
| Episode: 138 | Epsilon:  0.10 | Reward: -184.4980337006367 | Average Reward: -147.224 | Steps: 35375 | Total Reward: -22297.9231295094|
| Episode: 139 | Epsilon:  0.10 | Reward: -23.922434292280684 | Average Reward: -146.584 | Steps: 35536 | Total Reward: -22321.845563801693|
| Episode: 140 | Epsilon:  0.10 | Reward: -224.62336386317435 | Average Reward: -147.640 | Steps: 35774 | Total Reward: -22546.468927664857|
| Episode: 141 | Epsilon:  0.10 | Reward: -270.6785543215532 | Average Reward: -147.845 | Steps: 36022 | Total Reward: -22817.147481986434|
| Episode: 142 | Epsilon:  0.10 | Reward: -148.40260331707898 | Average Reward: -145.902 | Steps: 36181 | Total Reward: -22965.550085303526|
| Episode: 143 | Epsilon:  0.10 | Reward: -45.81695354430717 | Average Reward: -144.159 | Steps: 36377 | Total Reward: -23011.36703884783|
| Episode: 144 | Epsilon:  0.10 | Reward: -213.3787724376769 | Average Reward: -144.409 | Steps: 36609 | Total Reward: -23224.745811285502|
| Episode: 145 | Epsilon:  0.10 | Reward: -41.353785921821625 | Average Reward: -140.808 | Steps: 36846 | Total Reward: -23266.09959720733|
| Episode: 146 | Epsilon:  0.10 | Reward: -120.7259922180973 | Average Reward: -141.766 | Steps: 37243 | Total Reward: -23386.825589425436|
| Episode: 147 | Epsilon:  0.10 | Reward: -24.917001097275318 | Average Reward: -139.068 | Steps: 37481 | Total Reward: -23411.74259052268|
| Episode: 148 | Epsilon:  0.10 | Reward: -86.84696353220885 | Average Reward: -138.860 | Steps: 37722 | Total Reward: -23498.589554054888|
| Episode: 149 | Epsilon:  0.10 | Reward: -63.36205310581632 | Average Reward: -138.280 | Steps: 37928 | Total Reward: -23561.951607160714|
| Episode: 150 | Epsilon:  0.10 | Reward: -217.86148114773732 | Average Reward: -138.056 | Steps: 38232 | Total Reward: -23779.813088308456|
| Episode: 151 | Epsilon:  0.10 | Reward: -79.09954417433605 | Average Reward: -136.318 | Steps: 38432 | Total Reward: -23858.912632482785|
| Episode: 152 | Epsilon:  0.10 | Reward: -212.01226028466624 | Average Reward: -134.213 | Steps: 38639 | Total Reward: -24070.924892767463|
| Episode: 153 | Epsilon:  0.10 | Reward: -199.84039616569868 | Average Reward: -134.135 | Steps: 38858 | Total Reward: -24270.765288933162|
| Episode: 154 | Epsilon:  0.10 | Reward: -360.9537348107623 | Average Reward: -136.765 | Steps: 39025 | Total Reward: -24631.7190237439|
| Episode: 155 | Epsilon:  0.10 | Reward: -129.49359040161562 | Average Reward: -137.414 | Steps: 39149 | Total Reward: -24761.21261414552|
| Episode: 156 | Epsilon:  0.10 | Reward: -267.37529812383843 | Average Reward: -140.591 | Steps: 39379 | Total Reward: -25028.587912269344|
| Episode: 157 | Epsilon:  0.10 | Reward: -88.62407771153218 | Average Reward: -141.215 | Steps: 39628 | Total Reward: -25117.21198998087|
| Episode: 158 | Epsilon:  0.10 | Reward: 24.645423160127073 | Average Reward: -139.982 | Steps: 40628 | Total Reward: -25092.566566820737|
| Episode: 159 | Epsilon:  0.10 | Reward: 35.960821780064364 | Average Reward: -138.693 | Steps: 41628 | Total Reward: -25056.605745040666|
| Episode: 160 | Epsilon:  0.10 | Reward: -164.04265178539634 | Average Reward: -139.694 | Steps: 41784 | Total Reward: -25220.64839682605|
| Episode: 161 | Epsilon:  0.10 | Reward: -245.5369535855273 | Average Reward: -139.953 | Steps: 42117 | Total Reward: -25466.185350411575|
| Episode: 162 | Epsilon:  0.10 | Reward: -88.2813473241026 | Average Reward: -138.668 | Steps: 42397 | Total Reward: -25554.466697735657|
| Episode: 163 | Epsilon:  0.10 | Reward: -52.86624165697809 | Average Reward: -137.235 | Steps: 42605 | Total Reward: -25607.332939392625|
| Episode: 164 | Epsilon:  0.10 | Reward: -178.4481861066651 | Average Reward: -136.779 | Steps: 42752 | Total Reward: -25785.78112549931|
| Episode: 165 | Epsilon:  0.10 | Reward: 5.588292236150323 | Average Reward: -136.408 | Steps: 42953 | Total Reward: -25780.192833263165|
| Episode: 166 | Epsilon:  0.10 | Reward: 12.309075947806093 | Average Reward: -134.333 | Steps: 43151 | Total Reward: -25767.88375731535|
| Episode: 167 | Epsilon:  0.10 | Reward: -89.21665321633367 | Average Reward: -133.161 | Steps: 43375 | Total Reward: -25857.100410531686|
| Episode: 168 | Epsilon:  0.10 | Reward: -4.669275090788901 | Average Reward: -131.931 | Steps: 43574 | Total Reward: -25861.769685622483|
| Episode: 169 | Epsilon:  0.10 | Reward: -123.46879083822908 | Average Reward: -131.490 | Steps: 43785 | Total Reward: -25985.238476460738|
| Episode: 170 | Epsilon:  0.10 | Reward: -238.3115398874111 | Average Reward: -132.605 | Steps: 44046 | Total Reward: -26223.550016348145|
| Episode: 171 | Epsilon:  0.10 | Reward: -271.57354610311256 | Average Reward: -132.785 | Steps: 44260 | Total Reward: -26495.123562451263|
| Episode: 172 | Epsilon:  0.10 | Reward: -165.35464719695287 | Average Reward: -132.185 | Steps: 44527 | Total Reward: -26660.478209648238|
| Episode: 173 | Epsilon:  0.10 | Reward: -255.980770455252 | Average Reward: -133.508 | Steps: 44785 | Total Reward: -26916.458980103514|
| Episode: 174 | Epsilon:  0.10 | Reward: -156.47542329546962 | Average Reward: -135.791 | Steps: 44952 | Total Reward: -27072.93440339898|
| Episode: 175 | Epsilon:  0.10 | Reward: -204.16678754146537 | Average Reward: -135.320 | Steps: 45124 | Total Reward: -27277.101190940444|
| Episode: 176 | Epsilon:  0.10 | Reward: -46.016397205814215 | Average Reward: -133.717 | Steps: 45352 | Total Reward: -27323.117588146266|
| Episode: 177 | Epsilon:  0.10 | Reward: -50.79498198953323 | Average Reward: -134.478 | Steps: 45559 | Total Reward: -27373.912570135777|
| Episode: 178 | Epsilon:  0.10 | Reward: -146.9347160231067 | Average Reward: -134.921 | Steps: 45713 | Total Reward: -27520.847286158885|
| Episode: 179 | Epsilon:  0.10 | Reward: 15.518199028613811 | Average Reward: -132.069 | Steps: 46713 | Total Reward: -27505.32908713028|
| Episode: 180 | Epsilon:  0.10 | Reward: -164.17081494597318 | Average Reward: -133.252 | Steps: 46860 | Total Reward: -27669.49990207627|
| Episode: 181 | Epsilon:  0.10 | Reward: -13.233714076826914 | Average Reward: -133.417 | Steps: 47102 | Total Reward: -27682.733616153113|
| Episode: 182 | Epsilon:  0.10 | Reward: -200.25179415812636 | Average Reward: -135.443 | Steps: 47352 | Total Reward: -27882.98541031125|
