+------------------------+----------------------------+--------------------+
|                        |     Supported Features     |  Program Commands  |
+========================+============================+====================+
| Compatible Layers      | Hopfield Layer,            | hopfield,          |
|                        | HopfieldLayer Layer,       | hopfield_layer,    |
|                        | HopfieldPooling Layer,     | hopfield_pooling,  |
|                        | LSTM,                      | lstm,              |
|                        | GRU                        | gru                |
+------------------------+----------------------------+--------------------+
| Supported Loss Metrics | Huber Loss,                | huber,             |
|                        | Mean Absolute Error Loss,  | mae,               |
|                        | Mean Squared Error Loss,   | mse,               |
|                        | SmoothL1 Loss              | smooth_l1          |
+------------------------+----------------------------+--------------------+
| Supported Optimizers   | RMSprop (default),         | rmsprop,           |
|                        | AdamW,                     | adam,              |
|                        | Adam                       | adamW              |
+------------------------+----------------------------+--------------------+
| Episode:   1 | Epsilon:  0.90 | Reward: -180.1757478500743 | Average Reward: -180.176 | Steps:   180 | Total Reward: -180.1757478500743|
| Episode:  29 | Epsilon:  0.30 | Reward: -54.51667806571176 | Average Reward: -163.547 | Steps:  4755 | Total Reward: -4742.863098451317|
| Episode:  30 | Epsilon:  0.29 | Reward: -114.26455957573688 | Average Reward: -161.904 | Steps:  4908 | Total Reward: -4857.127658027053|
| Episode:  31 | Epsilon:  0.28 | Reward: -241.35147573842443 | Average Reward: -164.467 | Steps:  5124 | Total Reward: -5098.47913376548|
| Episode:  32 | Epsilon:  0.27 | Reward: -502.2913950993485 | Average Reward: -175.024 | Steps:  5252 | Total Reward: -5600.770528864834|
| Episode:  33 | Epsilon:  0.26 | Reward: -111.76869003541249 | Average Reward: -173.107 | Steps:  5385 | Total Reward: -5712.539218900247|
| Episode:  34 | Epsilon:  0.25 | Reward: 208.9827104789274 | Average Reward: -161.869 | Steps:  6237 | Total Reward: -5503.5565084213285|
| Episode:  35 | Epsilon:  0.25 | Reward: -266.6119248633239 | Average Reward: -164.862 | Steps:  6423 | Total Reward: -5770.1684332846535|
| Episode:  36 | Epsilon:  0.24 | Reward: -279.7482997292635 | Average Reward: -168.053 | Steps:  6779 | Total Reward: -6049.91673301392|
| Episode:  37 | Epsilon:  0.23 | Reward: -10.134391422438 | Average Reward: -163.785 | Steps:  7011 | Total Reward: -6060.05112443636|
| Episode:  38 | Epsilon:  0.23 | Reward: -163.24748789893232 | Average Reward: -163.771 | Steps:  7160 | Total Reward: -6223.298612335288|
| Episode:  39 | Epsilon:  0.22 | Reward: -256.3865344898734 | Average Reward: -166.146 | Steps:  7264 | Total Reward: -6479.685146825159|
| Episode:  40 | Epsilon:  0.21 | Reward: -255.02043501514407 | Average Reward: -168.368 | Steps:  7437 | Total Reward: -6734.705581840309|
| Episode:  41 | Epsilon:  0.21 | Reward: -334.5303804855613 | Average Reward: -172.420 | Steps:  7677 | Total Reward: -7069.2359623258735|
| Episode:  42 | Epsilon:  0.20 | Reward: -217.43808654934367 | Average Reward: -173.492 | Steps:  7884 | Total Reward: -7286.67404887522|
| Episode:  43 | Epsilon:  0.20 | Reward: -96.85972264527396 | Average Reward: -171.710 | Steps:  8020 | Total Reward: -7383.533771520491|
| Episode:  44 | Epsilon:  0.19 | Reward: -268.8517096985078 | Average Reward: -173.918 | Steps:  8227 | Total Reward: -7652.385481218998|
| Episode:  45 | Epsilon:  0.19 | Reward: -309.00744098169866 | Average Reward: -176.920 | Steps:  8401 | Total Reward: -7961.3929222006955|
| Episode:  46 | Epsilon:  0.18 | Reward: -326.1565887100062 | Average Reward: -180.164 | Steps:  8572 | Total Reward: -8287.549510910696|
| Episode:  47 | Epsilon:  0.18 | Reward: -216.8130766244392 | Average Reward: -180.944 | Steps:  8779 | Total Reward: -8504.36258753515|
| Episode:  48 | Epsilon:  0.18 | Reward: -28.83746275521321 | Average Reward: -177.775 | Steps:  8898 | Total Reward: -8533.200050290368|
| Episode:  49 | Epsilon:  0.17 | Reward: -204.89964017255284 | Average Reward: -178.329 | Steps:  9076 | Total Reward: -8738.099690462934|
| Episode:  50 | Epsilon:  0.17 | Reward: -257.992558796755 | Average Reward: -179.922 | Steps:  9237 | Total Reward: -8996.092249259691|
| Episode:  51 | Epsilon:  0.17 | Reward: -458.0104250302706 | Average Reward: -185.375 | Steps:  9390 | Total Reward: -9454.102674289961|
| Episode:  52 | Epsilon:  0.16 | Reward: -147.3939513625692 | Average Reward: -184.644 | Steps:  9616 | Total Reward: -9601.496625652511|
| Episode:  53 | Epsilon:  0.16 | Reward: -336.3576287395821 | Average Reward: -187.507 | Steps:  9734 | Total Reward: -9937.854254392098|
| Episode:  54 | Epsilon:  0.16 | Reward: -376.3789247418499 | Average Reward: -191.004 | Steps:  9938 | Total Reward: -10314.233179133946|
| Episode:  55 | Epsilon:  0.15 | Reward: -262.2760280094469 | Average Reward: -192.300 | Steps: 10106 | Total Reward: -10576.509207143394|
| Episode:  56 | Epsilon:  0.15 | Reward: -322.3904159017534 | Average Reward: -194.623 | Steps: 10258 | Total Reward: -10898.899623045158|
| Episode:  57 | Epsilon:  0.15 | Reward: -191.08305912156223 | Average Reward: -194.561 | Steps: 10424 | Total Reward: -11089.982682166708|
| Episode:  58 | Epsilon:  0.15 | Reward: -477.31109429502663 | Average Reward: -199.436 | Steps: 10517 | Total Reward: -11567.293776461744|
| Episode:  59 | Epsilon:  0.14 | Reward: -240.56833128242366 | Average Reward: -200.133 | Steps: 10669 | Total Reward: -11807.862107744153|
| Episode:  60 | Epsilon:  0.14 | Reward: -293.99979202865177 | Average Reward: -201.698 | Steps: 10826 | Total Reward: -12101.86189977281|
| Episode:  61 | Epsilon:  0.14 | Reward: -364.58341000104303 | Average Reward: -204.368 | Steps: 11032 | Total Reward: -12466.445309773842|
| Episode:  62 | Epsilon:  0.14 | Reward: -176.9563570242244 | Average Reward: -203.926 | Steps: 11174 | Total Reward: -12643.401666798067|
| Episode:  63 | Epsilon:  0.14 | Reward: -256.8615444903605 | Average Reward: -204.766 | Steps: 11351 | Total Reward: -12900.263211288433|
| Episode:  64 | Epsilon:  0.13 | Reward: -178.87006896468895 | Average Reward: -204.361 | Steps: 11514 | Total Reward: -13079.133280253125|
| Episode:  65 | Epsilon:  0.13 | Reward: -302.80206048239177 | Average Reward: -205.876 | Steps: 11671 | Total Reward: -13381.935340735503|
| Episode:  66 | Epsilon:  0.13 | Reward: -187.90229064779396 | Average Reward: -205.604 | Steps: 11812 | Total Reward: -13569.83763138329|
| Episode:  67 | Epsilon:  0.13 | Reward: -277.01776154330366 | Average Reward: -206.669 | Steps: 11952 | Total Reward: -13846.855392926596|
| Episode:  68 | Epsilon:  0.13 | Reward: -369.1035655505161 | Average Reward: -209.058 | Steps: 12106 | Total Reward: -14215.958958477107|
| Episode:  69 | Epsilon:  0.13 | Reward: -282.94021061460285 | Average Reward: -210.129 | Steps: 12242 | Total Reward: -14498.899169091714|
| Episode:  70 | Epsilon:  0.13 | Reward: -246.12901516145962 | Average Reward: -210.643 | Steps: 12354 | Total Reward: -14745.028184253177|
| Episode:  71 | Epsilon:  0.12 | Reward: -268.2115054964431 | Average Reward: -211.454 | Steps: 12451 | Total Reward: -15013.239689749618|
| Episode:  72 | Epsilon:  0.12 | Reward: -59.61176466061387 | Average Reward: -209.345 | Steps: 12600 | Total Reward: -15072.851454410224|
| Episode:  73 | Epsilon:  0.12 | Reward: -285.94130402880677 | Average Reward: -210.394 | Steps: 12694 | Total Reward: -15358.792758439027|
| Episode:  74 | Epsilon:  0.12 | Reward: -178.90166528576404 | Average Reward: -209.969 | Steps: 12817 | Total Reward: -15537.69442372479|
| Episode:  75 | Epsilon:  0.12 | Reward: -295.4040650524345 | Average Reward: -211.108 | Steps: 12993 | Total Reward: -15833.098488777205|
| Episode:  76 | Epsilon:  0.12 | Reward: -72.30882224530667 | Average Reward: -209.282 | Steps: 13131 | Total Reward: -15905.407311022514|
| Episode:  77 | Epsilon:  0.12 | Reward: -183.35627486775422 | Average Reward: -208.945 | Steps: 13242 | Total Reward: -16088.763585890267|
| Episode:  78 | Epsilon:  0.12 | Reward: -90.28335163442401 | Average Reward: -207.424 | Steps: 13405 | Total Reward: -16179.046937524696|
| Episode:  79 | Epsilon:  0.12 | Reward: -304.5032668781263 | Average Reward: -208.653 | Steps: 13542 | Total Reward: -16483.550204402825|
| Episode:  80 | Epsilon:  0.12 | Reward: -90.27201970980848 | Average Reward: -207.173 | Steps: 13717 | Total Reward: -16573.822224112613|
| Episode:  81 | Epsilon:  0.11 | Reward: -29.96807656261872 | Average Reward: -204.985 | Steps: 13852 | Total Reward: -16603.790300675235|
| Episode:  82 | Epsilon:  0.11 | Reward: -64.00492141208801 | Average Reward: -203.266 | Steps: 14026 | Total Reward: -16667.79522208733|
| Episode:  83 | Epsilon:  0.11 | Reward: -277.1994823978292 | Average Reward: -204.157 | Steps: 14192 | Total Reward: -16944.994704485165|
| Episode:  84 | Epsilon:  0.11 | Reward: -305.174738530833 | Average Reward: -205.359 | Steps: 14367 | Total Reward: -17250.169443015977|
| Episode:  85 | Epsilon:  0.11 | Reward: -338.055302383906 | Average Reward: -206.920 | Steps: 14522 | Total Reward: -17588.2247453999|
| Episode:  86 | Epsilon:  0.11 | Reward: -286.1143457345049 | Average Reward: -207.841 | Steps: 14709 | Total Reward: -17874.33909113441|
| Episode:  87 | Epsilon:  0.11 | Reward: 2.579299038622338 | Average Reward: -205.423 | Steps: 14849 | Total Reward: -17871.759792095778|
| Episode:  88 | Epsilon:  0.11 | Reward: -253.39577669428763 | Average Reward: -205.968 | Steps: 15028 | Total Reward: -18125.155568790055|
| Episode:  89 | Epsilon:  0.11 | Reward: -384.464957882335 | Average Reward: -207.973 | Steps: 15164 | Total Reward: -18509.620526672385|
| Episode:  90 | Epsilon:  0.11 | Reward: -37.01316792065592 | Average Reward: -206.074 | Steps: 15307 | Total Reward: -18546.633694593027|
| Episode:  91 | Epsilon:  0.11 | Reward: -482.2357931630384 | Average Reward: -209.108 | Steps: 15482 | Total Reward: -19028.86948775606|
| Episode:  92 | Epsilon:  0.11 | Reward: -441.1335982730626 | Average Reward: -211.630 | Steps: 15673 | Total Reward: -19470.003086029137|
| Episode:  93 | Epsilon:  0.11 | Reward: -239.45345416491458 | Average Reward: -211.930 | Steps: 15879 | Total Reward: -19709.456540194078|
| Episode:  94 | Epsilon:  0.11 | Reward: -474.23648735134077 | Average Reward: -214.720 | Steps: 16023 | Total Reward: -20183.69302754542|
| Episode:  95 | Epsilon:  0.11 | Reward: -267.62943578094166 | Average Reward: -215.277 | Steps: 16174 | Total Reward: -20451.322463326378|
| Episode:  96 | Epsilon:  0.11 | Reward: -421.4992699953596 | Average Reward: -217.425 | Steps: 16278 | Total Reward: -20872.821733321754|
| Episode:  97 | Epsilon:  0.11 | Reward: -82.87018377564287 | Average Reward: -216.038 | Steps: 16565 | Total Reward: -20955.691917097378|
| Episode:  98 | Epsilon:  0.11 | Reward: -293.0518527514398 | Average Reward: -216.824 | Steps: 16711 | Total Reward: -21248.743769848817|
| Episode:  99 | Epsilon:  0.11 | Reward: -285.61553923296947 | Average Reward: -217.519 | Steps: 16882 | Total Reward: -21534.359309081778|
| Episode: 100 | Epsilon:  0.11 | Reward: -342.4889760932918 | Average Reward: -218.768 | Steps: 17050 | Total Reward: -21876.848285175045|
| Episode: 101 | Epsilon:  0.11 | Reward: -269.80632664370285 | Average Reward: -219.665 | Steps: 17218 | Total Reward: -22146.65461181875|
| Episode: 102 | Epsilon:  0.11 | Reward: -369.2926193543654 | Average Reward: -220.777 | Steps: 17360 | Total Reward: -22515.947231173082|
| Episode: 103 | Epsilon:  0.10 | Reward: -231.185157514894 | Average Reward: -220.985 | Steps: 17527 | Total Reward: -22747.132388687995|
| Episode: 104 | Epsilon:  0.10 | Reward: -391.5742247824761 | Average Reward: -222.691 | Steps: 17621 | Total Reward: -23138.7066134705|
| Episode: 105 | Epsilon:  0.10 | Reward: -32.337424261165694 | Average Reward: -221.198 | Steps: 17759 | Total Reward: -23171.044037731663|
| Episode: 106 | Epsilon:  0.10 | Reward: -76.334563346157 | Average Reward: -220.855 | Steps: 17870 | Total Reward: -23247.378601077806|
| Episode: 107 | Epsilon:  0.10 | Reward: -153.74980160643156 | Average Reward: -217.523 | Steps: 18005 | Total Reward: -23401.12840268425|
| Episode: 108 | Epsilon:  0.10 | Reward: -83.86075328108868 | Average Reward: -217.785 | Steps: 18142 | Total Reward: -23484.989155965326|
| Episode: 109 | Epsilon:  0.10 | Reward: -493.88504915631773 | Average Reward: -219.330 | Steps: 18287 | Total Reward: -23978.874205121654|
| Episode: 110 | Epsilon:  0.10 | Reward: -372.72007560376346 | Average Reward: -219.919 | Steps: 18481 | Total Reward: -24351.594280725414|
| Episode: 111 | Epsilon:  0.10 | Reward: -243.94834414555635 | Average Reward: -219.526 | Steps: 18636 | Total Reward: -24595.542624870974|
| Episode: 112 | Epsilon:  0.10 | Reward: -341.28065322307896 | Average Reward: -223.006 | Steps: 18815 | Total Reward: -24936.82327809403|
| Episode: 113 | Epsilon:  0.10 | Reward: -462.44521903976977 | Average Reward: -226.866 | Steps: 18954 | Total Reward: -25399.268497133788|
| Episode: 114 | Epsilon:  0.10 | Reward: -79.13270293957385 | Average Reward: -225.562 | Steps: 19136 | Total Reward: -25478.401200073353|
| Episode: 115 | Epsilon:  0.10 | Reward: -281.4777481190359 | Average Reward: -228.347 | Steps: 19304 | Total Reward: -25759.878948192385|
| Episode: 116 | Epsilon:  0.10 | Reward: -348.60390678330475 | Average Reward: -231.618 | Steps: 19437 | Total Reward: -26108.482854975664|
| Episode: 117 | Epsilon:  0.10 | Reward: -145.2274587292319 | Average Reward: -232.142 | Steps: 19606 | Total Reward: -26253.71031370489|
| Episode: 118 | Epsilon:  0.10 | Reward: -417.4288910958169 | Average Reward: -236.335 | Steps: 19779 | Total Reward: -26671.139204800707|
| Episode: 119 | Epsilon:  0.10 | Reward: -447.86951384291547 | Average Reward: -239.827 | Steps: 19922 | Total Reward: -27119.0087186436|
| Episode: 120 | Epsilon:  0.10 | Reward: -58.99934088588958 | Average Reward: -239.604 | Steps: 20112 | Total Reward: -27178.008059529493|
| Episode: 121 | Epsilon:  0.10 | Reward: -339.1108500102376 | Average Reward: -241.691 | Steps: 20245 | Total Reward: -27517.11890953972|
| Episode: 122 | Epsilon:  0.10 | Reward: -102.78538885818179 | Average Reward: -241.083 | Steps: 20373 | Total Reward: -27619.904298397898|
| Episode: 123 | Epsilon:  0.10 | Reward: -189.17949401019536 | Average Reward: -240.079 | Steps: 20543 | Total Reward: -27809.08379240809|
| Episode: 124 | Epsilon:  0.10 | Reward: -167.14520076469162 | Average Reward: -239.590 | Steps: 20719 | Total Reward: -27976.228993172786|
| Episode: 125 | Epsilon:  0.10 | Reward: -121.09980504124348 | Average Reward: -240.629 | Steps: 20852 | Total Reward: -28097.328798214025|
| Episode: 126 | Epsilon:  0.10 | Reward: -223.16105868773136 | Average Reward: -241.371 | Steps: 21008 | Total Reward: -28320.48985690176|
| Episode: 127 | Epsilon:  0.10 | Reward: -372.7604004542589 | Average Reward: -241.962 | Steps: 21162 | Total Reward: -28693.250257356027|
| Episode: 128 | Epsilon:  0.10 | Reward: -250.5961977142876 | Average Reward: -242.555 | Steps: 21332 | Total Reward: -28943.84645507032|
| Episode: 129 | Epsilon:  0.10 | Reward: -309.9796623106962 | Average Reward: -245.110 | Steps: 21506 | Total Reward: -29253.82611738101|
| Episode: 130 | Epsilon:  0.10 | Reward: -54.5801824667636 | Average Reward: -244.513 | Steps: 21682 | Total Reward: -29308.406299847768|
| Episode: 131 | Epsilon:  0.10 | Reward: -255.68253566717482 | Average Reward: -244.656 | Steps: 21809 | Total Reward: -29564.088835514947|
| Episode: 132 | Epsilon:  0.10 | Reward: -331.20222921452955 | Average Reward: -242.945 | Steps: 21928 | Total Reward: -29895.291064729474|
| Episode: 133 | Epsilon:  0.10 | Reward: -20.612023358629884 | Average Reward: -242.034 | Steps: 22107 | Total Reward: -29915.903088088082|
| Episode: 134 | Epsilon:  0.10 | Reward: -265.8357271145818 | Average Reward: -246.782 | Steps: 22249 | Total Reward: -30181.738815202647|
| Episode: 135 | Epsilon:  0.10 | Reward: -42.81541799913752 | Average Reward: -244.544 | Steps: 22458 | Total Reward: -30224.554233201783|
| Episode: 136 | Epsilon:  0.10 | Reward: -106.18090340505114 | Average Reward: -242.808 | Steps: 22567 | Total Reward: -30330.735136606825|
| Episode: 137 | Epsilon:  0.10 | Reward: -289.01052243019853 | Average Reward: -245.597 | Steps: 22676 | Total Reward: -30619.74565903701|
| Episode: 138 | Epsilon:  0.10 | Reward: -254.08389930023586 | Average Reward: -246.505 | Steps: 22807 | Total Reward: -30873.82955833726|
| Episode: 139 | Epsilon:  0.10 | Reward: -254.7300394952882 | Average Reward: -246.489 | Steps: 23043 | Total Reward: -31128.559597832555|
| Episode: 140 | Epsilon:  0.10 | Reward: -81.8150233966176 | Average Reward: -244.757 | Steps: 23246 | Total Reward: -31210.374621229173|
| Episode: 141 | Epsilon:  0.10 | Reward: -138.07973419540156 | Average Reward: -242.792 | Steps: 23390 | Total Reward: -31348.454355424583|
| Episode: 142 | Epsilon:  0.10 | Reward: 79.04189760637801 | Average Reward: -239.827 | Steps: 24390 | Total Reward: -31269.41245781823|
| Episode: 143 | Epsilon:  0.10 | Reward: -371.65377671793584 | Average Reward: -242.575 | Steps: 24588 | Total Reward: -31641.066234536185|
| Episode: 144 | Epsilon:  0.10 | Reward: -246.92328553355213 | Average Reward: -242.356 | Steps: 24768 | Total Reward: -31887.989520069747|
| Episode: 145 | Epsilon:  0.10 | Reward: -95.21370686713257 | Average Reward: -240.218 | Steps: 24958 | Total Reward: -31983.203226936897|
| Episode: 146 | Epsilon:  0.10 | Reward: -337.77543135917483 | Average Reward: -240.334 | Steps: 25100 | Total Reward: -32320.978658296077|
| Episode: 147 | Epsilon:  0.10 | Reward: -348.6528173116168 | Average Reward: -241.653 | Steps: 25262 | Total Reward: -32669.63147560771|
| Episode: 148 | Epsilon:  0.10 | Reward: -201.02259717885454 | Average Reward: -243.375 | Steps: 25391 | Total Reward: -32870.654072786565|
| Episode: 149 | Epsilon:  0.10 | Reward: -138.90182567648526 | Average Reward: -242.715 | Steps: 25638 | Total Reward: -33009.555898463026|
| Episode: 150 | Epsilon:  0.10 | Reward: -254.26534690720828 | Average Reward: -242.677 | Steps: 25839 | Total Reward: -33263.821245370214|
| Episode: 151 | Epsilon:  0.10 | Reward: -30.294262134696126 | Average Reward: -238.400 | Steps: 26027 | Total Reward: -33294.11550750491|
| Episode: 152 | Epsilon:  0.10 | Reward: -324.1957908558891 | Average Reward: -240.168 | Steps: 26272 | Total Reward: -33618.31129836081|
| Episode: 153 | Epsilon:  0.10 | Reward: -320.359512238312 | Average Reward: -240.008 | Steps: 26415 | Total Reward: -33938.670810599135|
| Episode: 154 | Epsilon:  0.10 | Reward: -395.38406746216634 | Average Reward: -240.198 | Steps: 26552 | Total Reward: -34334.05487806129|
| Episode: 155 | Epsilon:  0.10 | Reward: -209.18855558855688 | Average Reward: -239.667 | Steps: 26700 | Total Reward: -34543.24343364984|
| Episode: 156 | Epsilon:  0.10 | Reward: -430.37207490652094 | Average Reward: -240.747 | Steps: 26892 | Total Reward: -34973.61550855639|
| Episode: 157 | Epsilon:  0.10 | Reward: -57.6412602383006 | Average Reward: -239.413 | Steps: 27078 | Total Reward: -35031.25676879463|
| Episode: 158 | Epsilon:  0.10 | Reward: -365.64033879899335 | Average Reward: -238.296 | Steps: 27246 | Total Reward: -35396.897107593606|
| Episode: 159 | Epsilon:  0.10 | Reward: 228.60311773449456 | Average Reward: -233.604 | Steps: 27678 | Total Reward: -35168.2939898591|
| Episode: 160 | Epsilon:  0.10 | Reward: -188.94783740684676 | Average Reward: -232.554 | Steps: 27841 | Total Reward: -35357.24182726595|
| Episode: 161 | Epsilon:  0.10 | Reward: -389.6476867307674 | Average Reward: -232.804 | Steps: 28061 | Total Reward: -35746.88951399679|
| Episode: 162 | Epsilon:  0.10 | Reward: -13.790480346177034 | Average Reward: -231.173 | Steps: 28198 | Total Reward: -35760.67999434301|
| Episode: 163 | Epsilon:  0.10 | Reward: -251.9703656021472 | Average Reward: -231.124 | Steps: 28383 | Total Reward: -36012.650359945146|
| Episode: 164 | Epsilon:  0.10 | Reward: -18.10780039012772 | Average Reward: -229.516 | Steps: 28580 | Total Reward: -36030.7581603353|
| Episode: 165 | Epsilon:  0.10 | Reward: -218.42771608636116 | Average Reward: -228.673 | Steps: 28761 | Total Reward: -36249.18587642166|
| Episode: 166 | Epsilon:  0.10 | Reward: -206.34806656105476 | Average Reward: -228.857 | Steps: 28932 | Total Reward: -36455.53394298277|
| Episode: 167 | Epsilon:  0.10 | Reward: -89.73867506445755 | Average Reward: -226.984 | Steps: 29117 | Total Reward: -36545.272618047275|
| Episode: 168 | Epsilon:  0.10 | Reward: -271.23277291594974 | Average Reward: -226.005 | Steps: 29277 | Total Reward: -36816.505390963226|
| Episode: 169 | Epsilon:  0.10 | Reward: -231.6355179833686 | Average Reward: -225.492 | Steps: 29454 | Total Reward: -37048.140908946596|
| Episode: 170 | Epsilon:  0.10 | Reward: -77.55427806972166 | Average Reward: -223.807 | Steps: 29611 | Total Reward: -37125.69518701631|
| Episode: 171 | Epsilon:  0.10 | Reward: -50.131118884917115 | Average Reward: -221.626 | Steps: 29748 | Total Reward: -37175.826305901224|
| Episode: 172 | Epsilon:  0.10 | Reward: -132.0106052076033 | Average Reward: -222.350 | Steps: 29891 | Total Reward: -37307.83691110885|
| Episode: 173 | Epsilon:  0.10 | Reward: -53.547152432429755 | Average Reward: -220.026 | Steps: 30033 | Total Reward: -37361.38406354128|
| Episode: 174 | Epsilon:  0.10 | Reward: -323.62120031168183 | Average Reward: -221.473 | Steps: 30254 | Total Reward: -37685.00526385298|
| Episode: 175 | Epsilon:  0.10 | Reward: -189.3638056068553 | Average Reward: -220.413 | Steps: 30469 | Total Reward: -37874.36906945981|
| Episode: 176 | Epsilon:  0.10 | Reward: -241.26492684041042 | Average Reward: -222.102 | Steps: 30716 | Total Reward: -38115.633996300225|
| Episode: 177 | Epsilon:  0.10 | Reward: -187.86599001888698 | Average Reward: -222.147 | Steps: 30916 | Total Reward: -38303.499986319075|
| Episode: 178 | Epsilon:  0.10 | Reward: -171.62643554236422 | Average Reward: -222.961 | Steps: 31068 | Total Reward: -38475.1264218614|
| Episode: 179 | Epsilon:  0.10 | Reward: -112.81287034615134 | Average Reward: -221.044 | Steps: 31257 | Total Reward: -38587.93929220757|
| Episode: 180 | Epsilon:  0.10 | Reward: -245.3108922616515 | Average Reward: -222.594 | Steps: 31429 | Total Reward: -38833.25018446917|
| Episode: 181 | Epsilon:  0.10 | Reward: -231.48311274466244 | Average Reward: -224.609 | Steps: 31670 | Total Reward: -39064.733297213854|
| Episode: 182 | Epsilon:  0.10 | Reward: -156.63319663588243 | Average Reward: -225.536 | Steps: 31880 | Total Reward: -39221.36649384978|
