+------------------------+----------------------------+--------------------+
|                        |     Supported Features     |  Program Commands  |
+========================+============================+====================+
| Compatible Layers      | Hopfield Layer,            | hopfield,          |
|                        | HopfieldLayer Layer,       | hopfield_layer,    |
|                        | HopfieldPooling Layer,     | hopfield_pooling,  |
|                        | LSTM,                      | lstm,              |
|                        | GRU                        | gru                |
+------------------------+----------------------------+--------------------+
| Supported Loss Metrics | Huber Loss,                | huber,             |
|                        | Mean Absolute Error Loss,  | mae,               |
|                        | Mean Squared Error Loss,   | mse,               |
|                        | SmoothL1 Loss              | smooth_l1          |
+------------------------+----------------------------+--------------------+
| Supported Optimizers   | RMSprop (default),         | rmsprop,           |
|                        | AdamW,                     | adam,              |
|                        | Adam                       | adamW              |
+------------------------+----------------------------+--------------------+
| Episode:   1 | Epsilon:  0.90 | Reward: -432.86554689861805 | Average Reward: -432.866 | Steps:   115 | Total Reward: -432.86554689861805|
| Episode:  37 | Epsilon:  0.23 | Reward: -74.84377968840914 | Average Reward: -277.272 | Steps:  4801 | Total Reward: -10259.062040337525|
| Episode:  38 | Epsilon:  0.23 | Reward: -591.008131236794 | Average Reward: -285.528 | Steps:  4896 | Total Reward: -10850.07017157432|
| Episode:  39 | Epsilon:  0.22 | Reward: -41.42550216272463 | Average Reward: -279.269 | Steps:  5030 | Total Reward: -10891.495673737045|
| Episode:  40 | Epsilon:  0.21 | Reward: -174.8812152721685 | Average Reward: -276.659 | Steps:  5177 | Total Reward: -11066.376889009216|
| Episode:  41 | Epsilon:  0.21 | Reward: -301.3431345034786 | Average Reward: -277.261 | Steps:  5298 | Total Reward: -11367.720023512678|
| Episode:  42 | Epsilon:  0.20 | Reward: -214.55296367776438 | Average Reward: -275.768 | Steps:  5436 | Total Reward: -11582.272987190443|
| Episode:  43 | Epsilon:  0.20 | Reward: -322.0000110963168 | Average Reward: -276.844 | Steps:  5637 | Total Reward: -11904.272998286759|
| Episode:  44 | Epsilon:  0.19 | Reward: -43.993404618291066 | Average Reward: -271.552 | Steps:  5793 | Total Reward: -11948.266402905052|
| Episode:  45 | Epsilon:  0.19 | Reward: -48.68803375109662 | Average Reward: -266.599 | Steps:  6019 | Total Reward: -11996.954436656153|
| Episode:  46 | Epsilon:  0.18 | Reward: -250.6457527965412 | Average Reward: -266.252 | Steps:  6141 | Total Reward: -12247.600189452702|
| Episode:  47 | Epsilon:  0.18 | Reward: -93.98742178277459 | Average Reward: -262.587 | Steps:  6257 | Total Reward: -12341.587611235474|
| Episode:  48 | Epsilon:  0.18 | Reward: -228.632871649097 | Average Reward: -261.880 | Steps:  6391 | Total Reward: -12570.220482884564|
| Episode:  49 | Epsilon:  0.17 | Reward: -425.8433755295809 | Average Reward: -265.226 | Steps:  6591 | Total Reward: -12996.06385841414|
| Episode:  50 | Epsilon:  0.17 | Reward: -62.85492416087607 | Average Reward: -261.178 | Steps:  6848 | Total Reward: -13058.918782575007|
| Episode:  51 | Epsilon:  0.17 | Reward: -221.43003059431004 | Average Reward: -260.399 | Steps:  6963 | Total Reward: -13280.348813169318|
| Episode:  52 | Epsilon:  0.16 | Reward: -315.3521603721845 | Average Reward: -261.456 | Steps:  7146 | Total Reward: -13595.700973541492|
| Episode:  53 | Epsilon:  0.16 | Reward: -108.67081837258038 | Average Reward: -258.573 | Steps:  7354 | Total Reward: -13704.37179191407|
| Episode:  54 | Epsilon:  0.16 | Reward: -248.70358210763698 | Average Reward: -258.390 | Steps:  7489 | Total Reward: -13953.075374021708|
| Episode:  55 | Epsilon:  0.15 | Reward: -149.3236458173682 | Average Reward: -256.407 | Steps:  7640 | Total Reward: -14102.399019839073|
| Episode:  56 | Epsilon:  0.15 | Reward: -72.7886632564257 | Average Reward: -253.128 | Steps:  7829 | Total Reward: -14175.187683095499|
| Episode:  57 | Epsilon:  0.15 | Reward: -180.53416006464425 | Average Reward: -251.855 | Steps:  7962 | Total Reward: -14355.721843160156|
| Episode:  58 | Epsilon:  0.15 | Reward: -119.12814873518204 | Average Reward: -249.566 | Steps:  8117 | Total Reward: -14474.849991895328|
| Episode:  59 | Epsilon:  0.14 | Reward: -311.5495576896383 | Average Reward: -250.617 | Steps:  8255 | Total Reward: -14786.399549584965|
| Episode:  60 | Epsilon:  0.14 | Reward: -188.34949789441004 | Average Reward: -249.579 | Steps:  8410 | Total Reward: -14974.74904747936|
| Episode:  61 | Epsilon:  0.14 | Reward: -233.37128152956438 | Average Reward: -249.313 | Steps:  8568 | Total Reward: -15208.120329008923|
| Episode:  62 | Epsilon:  0.14 | Reward: -230.40909613224477 | Average Reward: -249.009 | Steps:  8746 | Total Reward: -15438.52942514116|
| Episode:  63 | Epsilon:  0.14 | Reward: -405.5103225033353 | Average Reward: -251.493 | Steps:  8931 | Total Reward: -15844.039747644498|
| Episode:  64 | Epsilon:  0.13 | Reward: -183.58809234790988 | Average Reward: -250.432 | Steps:  9101 | Total Reward: -16027.627839992416|
| Episode:  65 | Epsilon:  0.13 | Reward: -43.84200178436629 | Average Reward: -247.253 | Steps:  9334 | Total Reward: -16071.46984177678|
| Episode:  66 | Epsilon:  0.13 | Reward: -194.05013088458168 | Average Reward: -246.447 | Steps:  9487 | Total Reward: -16265.519972661374|
| Episode:  67 | Epsilon:  0.13 | Reward: -1.5118280386612213 | Average Reward: -242.792 | Steps:  9739 | Total Reward: -16267.031800700026|
| Episode:  68 | Epsilon:  0.13 | Reward: -127.79299572186399 | Average Reward: -241.100 | Steps:  9903 | Total Reward: -16394.82479642189|
| Episode:  69 | Epsilon:  0.13 | Reward: -291.14627141481816 | Average Reward: -241.826 | Steps: 10073 | Total Reward: -16685.97106783671|
| Episode:  70 | Epsilon:  0.13 | Reward: -100.16954257111695 | Average Reward: -239.802 | Steps: 10250 | Total Reward: -16786.14061040782|
| Episode:  71 | Epsilon:  0.12 | Reward: -241.30130900339577 | Average Reward: -239.823 | Steps: 10395 | Total Reward: -17027.4419194112|
| Episode:  72 | Epsilon:  0.12 | Reward: -202.5550166053439 | Average Reward: -239.306 | Steps: 10530 | Total Reward: -17229.996936016534|
| Episode:  73 | Epsilon:  0.12 | Reward: -250.44653638292897 | Average Reward: -239.458 | Steps: 10679 | Total Reward: -17480.44347239945|
| Episode:  74 | Epsilon:  0.12 | Reward: -257.7224038818197 | Average Reward: -239.705 | Steps: 10899 | Total Reward: -17738.165876281277|
| Episode:  75 | Epsilon:  0.12 | Reward: -195.4028146067962 | Average Reward: -239.114 | Steps: 11070 | Total Reward: -17933.568690888067|
| Episode:  76 | Epsilon:  0.12 | Reward: -143.59375047825557 | Average Reward: -237.857 | Steps: 11219 | Total Reward: -18077.162441366334|
| Episode:  77 | Epsilon:  0.12 | Reward: -367.6158962467573 | Average Reward: -239.543 | Steps: 11388 | Total Reward: -18444.778337613072|
| Episode:  78 | Epsilon:  0.12 | Reward: -346.16484630283674 | Average Reward: -240.910 | Steps: 11536 | Total Reward: -18790.94318391592|
| Episode:  79 | Epsilon:  0.12 | Reward: -88.25928094495214 | Average Reward: -238.977 | Steps: 11858 | Total Reward: -18879.20246486084|
| Episode:  80 | Epsilon:  0.12 | Reward: -23.542967254378283 | Average Reward: -236.284 | Steps: 12032 | Total Reward: -18902.745432115218|
| Episode:  81 | Epsilon:  0.11 | Reward: -141.804750354663 | Average Reward: -235.118 | Steps: 12243 | Total Reward: -19044.550182469873|
| Episode:  82 | Epsilon:  0.11 | Reward: -403.71050932235863 | Average Reward: -237.174 | Steps: 12429 | Total Reward: -19448.260691792235|
| Episode:  83 | Epsilon:  0.11 | Reward: -129.02030830529645 | Average Reward: -235.871 | Steps: 12559 | Total Reward: -19577.281000097522|
| Episode:  84 | Epsilon:  0.11 | Reward: -268.8243264571513 | Average Reward: -236.263 | Steps: 12745 | Total Reward: -19846.10532655469|
| Episode:  85 | Epsilon:  0.11 | Reward: -86.13679440614717 | Average Reward: -234.497 | Steps: 12907 | Total Reward: -19932.242120960833|
| Episode:  86 | Epsilon:  0.11 | Reward: -310.2993426357306 | Average Reward: -235.378 | Steps: 13094 | Total Reward: -20242.54146359657|
| Episode:  87 | Epsilon:  0.11 | Reward: -323.17905793992065 | Average Reward: -236.388 | Steps: 13239 | Total Reward: -20565.720521536507|
| Episode:  88 | Epsilon:  0.11 | Reward: -177.35841009055738 | Average Reward: -235.717 | Steps: 13424 | Total Reward: -20743.078931627053|
| Episode:  89 | Epsilon:  0.11 | Reward: -33.49356730963146 | Average Reward: -233.445 | Steps: 13622 | Total Reward: -20776.57249893668|
| Episode:  90 | Epsilon:  0.11 | Reward: -88.36508886633865 | Average Reward: -231.833 | Steps: 13799 | Total Reward: -20864.937587803008|
| Episode:  91 | Epsilon:  0.11 | Reward: -280.74619333636656 | Average Reward: -232.370 | Steps: 13966 | Total Reward: -21145.683781139378|
| Episode:  92 | Epsilon:  0.11 | Reward: -283.5690026372158 | Average Reward: -232.927 | Steps: 14133 | Total Reward: -21429.25278377659|
| Episode:  93 | Epsilon:  0.11 | Reward: -401.15535572852144 | Average Reward: -234.736 | Steps: 14264 | Total Reward: -21830.40813950514|
| Episode:  94 | Epsilon:  0.11 | Reward: -186.53482205833015 | Average Reward: -234.223 | Steps: 14440 | Total Reward: -22016.94296156346|
| Episode:  95 | Epsilon:  0.11 | Reward: -260.4056623057641 | Average Reward: -234.498 | Steps: 14624 | Total Reward: -22277.348623869213|
| Episode:  96 | Epsilon:  0.11 | Reward: -203.10709851443437 | Average Reward: -234.171 | Steps: 14782 | Total Reward: -22480.45572238365|
| Episode:  97 | Epsilon:  0.11 | Reward: -124.12366422866366 | Average Reward: -233.037 | Steps: 14900 | Total Reward: -22604.579386612306|
| Episode:  98 | Epsilon:  0.11 | Reward: -187.76792053127102 | Average Reward: -232.575 | Steps: 15055 | Total Reward: -22792.347307143573|
| Episode:  99 | Epsilon:  0.11 | Reward: -199.20427549519383 | Average Reward: -232.238 | Steps: 15272 | Total Reward: -22991.551582638767|
| Episode: 100 | Epsilon:  0.11 | Reward: -195.92106104962724 | Average Reward: -231.875 | Steps: 15443 | Total Reward: -23187.47264368839|
| Episode: 101 | Epsilon:  0.11 | Reward: -163.7845463035681 | Average Reward: -229.184 | Steps: 15664 | Total Reward: -23351.257189991953|
| Episode: 102 | Epsilon:  0.11 | Reward: -183.2550277534143 | Average Reward: -225.398 | Steps: 15813 | Total Reward: -23534.512217745374|
| Episode: 103 | Epsilon:  0.10 | Reward: 0.5251099126690946 | Average Reward: -221.972 | Steps: 15992 | Total Reward: -23533.987107832698|
| Episode: 104 | Epsilon:  0.10 | Reward: -341.0424763089384 | Average Reward: -222.251 | Steps: 16177 | Total Reward: -23875.029584141645|
| Episode: 105 | Epsilon:  0.10 | Reward: -114.77205467902941 | Average Reward: -221.312 | Steps: 16363 | Total Reward: -23989.80163882069|
| Episode: 106 | Epsilon:  0.10 | Reward: -209.9689882259661 | Average Reward: -219.895 | Steps: 16560 | Total Reward: -24199.770627046673|
| Episode: 107 | Epsilon:  0.10 | Reward: -326.92215732002194 | Average Reward: -222.647 | Steps: 16717 | Total Reward: -24526.692784366678|
| Episode: 108 | Epsilon:  0.10 | Reward: -156.86763769839314 | Average Reward: -221.252 | Steps: 16879 | Total Reward: -24683.560422065075|
| Episode: 109 | Epsilon:  0.10 | Reward: -247.07265948430398 | Average Reward: -218.344 | Steps: 17056 | Total Reward: -24930.63308154937|
| Episode: 110 | Epsilon:  0.10 | Reward: -341.26059442860776 | Average Reward: -217.177 | Steps: 17220 | Total Reward: -25271.893675977968|
| Episode: 111 | Epsilon:  0.10 | Reward: -177.85903003753046 | Average Reward: -216.573 | Steps: 17416 | Total Reward: -25449.752706015504|
| Episode: 112 | Epsilon:  0.10 | Reward: -20.160365420784174 | Average Reward: -212.329 | Steps: 17548 | Total Reward: -25469.91307143628|
| Episode: 113 | Epsilon:  0.10 | Reward: -198.38256324915312 | Average Reward: -210.258 | Steps: 17712 | Total Reward: -25668.29563468542|
| Episode: 114 | Epsilon:  0.10 | Reward: -200.90161470807547 | Average Reward: -210.177 | Steps: 17874 | Total Reward: -25869.19724939351|
| Episode: 115 | Epsilon:  0.10 | Reward: -59.99209311900174 | Average Reward: -206.777 | Steps: 18113 | Total Reward: -25929.189342512498|
| Episode: 116 | Epsilon:  0.10 | Reward: -226.73907308162615 | Average Reward: -205.292 | Steps: 18330 | Total Reward: -26155.92841559411|
| Episode: 117 | Epsilon:  0.10 | Reward: -135.96534741678755 | Average Reward: -203.285 | Steps: 18492 | Total Reward: -26291.893763010918|
| Episode: 118 | Epsilon:  0.10 | Reward: -41.0650373929733 | Average Reward: -198.346 | Steps: 18681 | Total Reward: -26332.958800403896|
| Episode: 119 | Epsilon:  0.10 | Reward: -262.8222671142848 | Average Reward: -198.485 | Steps: 18826 | Total Reward: -26595.781067518157|
| Episode: 120 | Epsilon:  0.10 | Reward: -265.20030034385053 | Average Reward: -199.585 | Steps: 19024 | Total Reward: -26860.981367862038|
| Episode: 121 | Epsilon:  0.10 | Reward: -215.36256269148964 | Average Reward: -195.583 | Steps: 19244 | Total Reward: -27076.343930553525|
| Episode: 122 | Epsilon:  0.10 | Reward: -258.1271235640281 | Average Reward: -194.996 | Steps: 19374 | Total Reward: -27334.471054117552|
| Episode: 123 | Epsilon:  0.10 | Reward: -30.444491602499426 | Average Reward: -193.525 | Steps: 19537 | Total Reward: -27364.915545720058|
| Episode: 124 | Epsilon:  0.10 | Reward: -193.35067221970385 | Average Reward: -193.985 | Steps: 19764 | Total Reward: -27558.26621793976|
| Episode: 125 | Epsilon:  0.10 | Reward: -219.58729814536352 | Average Reward: -195.731 | Steps: 19917 | Total Reward: -27777.85351608511|
| Episode: 126 | Epsilon:  0.10 | Reward: -12.938507708056605 | Average Reward: -194.058 | Steps: 20052 | Total Reward: -27790.792023793165|
| Episode: 127 | Epsilon:  0.10 | Reward: -92.98710854218069 | Average Reward: -192.673 | Steps: 20170 | Total Reward: -27883.779132335345|
| Episode: 128 | Epsilon:  0.10 | Reward: -40.21498290495515 | Average Reward: -190.375 | Steps: 20421 | Total Reward: -27923.994115240315|
| Episode: 129 | Epsilon:  0.10 | Reward: -64.93678364965157 | Average Reward: -189.134 | Steps: 20594 | Total Reward: -27988.930898889972|
| Episode: 130 | Epsilon:  0.10 | Reward: -290.49939184538994 | Average Reward: -190.987 | Steps: 20784 | Total Reward: -28279.43029073537|
| Episode: 131 | Epsilon:  0.10 | Reward: -202.03743960708664 | Average Reward: -190.928 | Steps: 20952 | Total Reward: -28481.467730342465|
| Episode: 132 | Epsilon:  0.10 | Reward: -174.9923492516067 | Average Reward: -191.966 | Steps: 21128 | Total Reward: -28656.460079594068|
| Episode: 133 | Epsilon:  0.10 | Reward: -195.24530730488652 | Average Reward: -191.181 | Steps: 21269 | Total Reward: -28851.705386898953|
| Episode: 134 | Epsilon:  0.10 | Reward: -203.7407704464647 | Average Reward: -191.595 | Steps: 21497 | Total Reward: -29055.446157345432|
| Episode: 135 | Epsilon:  0.10 | Reward: -176.24611809196148 | Average Reward: -192.125 | Steps: 21642 | Total Reward: -29231.6922754374|
| Episode: 136 | Epsilon:  0.10 | Reward: -46.10415120236378 | Average Reward: -190.936 | Steps: 21818 | Total Reward: -29277.79642663976|
| Episode: 137 | Epsilon:  0.10 | Reward: -62.657127165529445 | Average Reward: -190.814 | Steps: 21984 | Total Reward: -29340.453553805302|
| Episode: 138 | Epsilon:  0.10 | Reward: -210.6039428275069 | Average Reward: -187.010 | Steps: 22217 | Total Reward: -29551.05749663281|
| Episode: 139 | Epsilon:  0.10 | Reward: -226.19190040413514 | Average Reward: -188.858 | Steps: 22405 | Total Reward: -29777.249397036954|
| Episode: 140 | Epsilon:  0.10 | Reward: -41.47903403839652 | Average Reward: -187.524 | Steps: 22596 | Total Reward: -29818.728431075328|
| Episode: 141 | Epsilon:  0.10 | Reward: -50.85884469443114 | Average Reward: -185.019 | Steps: 22768 | Total Reward: -29869.58727576976|
| Episode: 142 | Epsilon:  0.10 | Reward: 6.6531550556534995 | Average Reward: -182.807 | Steps: 22939 | Total Reward: -29862.934120714097|
| Episode: 143 | Epsilon:  0.10 | Reward: -352.23562170685835 | Average Reward: -183.109 | Steps: 23124 | Total Reward: -30215.169742420945|
| Episode: 144 | Epsilon:  0.10 | Reward: -282.12956000288204 | Average Reward: -185.490 | Steps: 23302 | Total Reward: -30497.299302423835|
| Episode: 145 | Epsilon:  0.10 | Reward: -104.30752367105694 | Average Reward: -186.047 | Steps: 23504 | Total Reward: -30601.606826094885|
| Episode: 146 | Epsilon:  0.10 | Reward: -90.3534821473071 | Average Reward: -184.444 | Steps: 23699 | Total Reward: -30691.960308242204|
| Episode: 147 | Epsilon:  0.10 | Reward: -172.84625953162282 | Average Reward: -185.232 | Steps: 23864 | Total Reward: -30864.80656777384|
| Episode: 148 | Epsilon:  0.10 | Reward: -201.25718161089415 | Average Reward: -184.958 | Steps: 24130 | Total Reward: -31066.063749384735|
| Episode: 149 | Epsilon:  0.10 | Reward: -120.75521807655007 | Average Reward: -181.908 | Steps: 24242 | Total Reward: -31186.818967461288|
| Episode: 150 | Epsilon:  0.10 | Reward: -245.1014138645681 | Average Reward: -183.730 | Steps: 24389 | Total Reward: -31431.920381325857|
| Episode: 151 | Epsilon:  0.10 | Reward: -83.38463013474706 | Average Reward: -182.350 | Steps: 24524 | Total Reward: -31515.305011460598|
| Episode: 152 | Epsilon:  0.10 | Reward: -223.67473604375544 | Average Reward: -181.433 | Steps: 24675 | Total Reward: -31738.97974750434|
| Episode: 153 | Epsilon:  0.10 | Reward: -201.2815390734827 | Average Reward: -182.359 | Steps: 24833 | Total Reward: -31940.26128657783|
| Episode: 154 | Epsilon:  0.10 | Reward: -99.87370765140638 | Average Reward: -180.871 | Steps: 24997 | Total Reward: -32040.13499422924|
| Episode: 155 | Epsilon:  0.10 | Reward: -55.86256180308308 | Average Reward: -179.936 | Steps: 25176 | Total Reward: -32095.99755603235|
| Episode: 156 | Epsilon:  0.10 | Reward: -151.74131423562628 | Average Reward: -180.726 | Steps: 25337 | Total Reward: -32247.738870267975|
| Episode: 157 | Epsilon:  0.10 | Reward: -94.69789119410231 | Average Reward: -179.867 | Steps: 25500 | Total Reward: -32342.436761462082|
| Episode: 158 | Epsilon:  0.10 | Reward: -40.13025867151276 | Average Reward: -179.077 | Steps: 25670 | Total Reward: -32382.5670201336|
| Episode: 159 | Epsilon:  0.10 | Reward: -21.0688018124376 | Average Reward: -176.172 | Steps: 25833 | Total Reward: -32403.635821946034|
| Episode: 160 | Epsilon:  0.10 | Reward: -75.8158854291652 | Average Reward: -175.047 | Steps: 26006 | Total Reward: -32479.45170737517|
| Episode: 161 | Epsilon:  0.10 | Reward: 26.89105479193259 | Average Reward: -172.444 | Steps: 26163 | Total Reward: -32452.56065258324|
| Episode: 162 | Epsilon:  0.10 | Reward: -36.65702260930702 | Average Reward: -170.507 | Steps: 26358 | Total Reward: -32489.217675192525|
| Episode: 163 | Epsilon:  0.10 | Reward: 18.7155400413711 | Average Reward: -166.265 | Steps: 26561 | Total Reward: -32470.50213515118|
| Episode: 164 | Epsilon:  0.10 | Reward: -64.2076672094866 | Average Reward: -165.071 | Steps: 26732 | Total Reward: -32534.709802360652|
| Episode: 165 | Epsilon:  0.10 | Reward: -158.64652268636968 | Average Reward: -166.219 | Steps: 26881 | Total Reward: -32693.356325047018|
| Episode: 166 | Epsilon:  0.10 | Reward: -242.40082719014708 | Average Reward: -166.702 | Steps: 27072 | Total Reward: -32935.757152237165|
| Episode: 167 | Epsilon:  0.10 | Reward: -222.4793045492118 | Average Reward: -168.912 | Steps: 27217 | Total Reward: -33158.23645678637|
| Episode: 168 | Epsilon:  0.10 | Reward: 9.150298954344066 | Average Reward: -167.543 | Steps: 27356 | Total Reward: -33149.08615783207|
| Episode: 169 | Epsilon:  0.10 | Reward: -154.68762351195824 | Average Reward: -166.178 | Steps: 27564 | Total Reward: -33303.773781344025|
| Episode: 170 | Epsilon:  0.10 | Reward: -247.73959201333489 | Average Reward: -167.654 | Steps: 27778 | Total Reward: -33551.513373357375|
| Episode: 171 | Epsilon:  0.10 | Reward: -224.909259850728 | Average Reward: -167.490 | Steps: 28009 | Total Reward: -33776.42263320805|
| Episode: 172 | Epsilon:  0.10 | Reward: -234.26650534602646 | Average Reward: -167.807 | Steps: 28226 | Total Reward: -34010.68913855408|
| Episode: 173 | Epsilon:  0.10 | Reward: -236.19587777725354 | Average Reward: -167.664 | Steps: 28390 | Total Reward: -34246.885016331384|
| Episode: 174 | Epsilon:  0.10 | Reward: -251.11399684353526 | Average Reward: -167.598 | Steps: 28555 | Total Reward: -34497.99901317491|
| Episode: 175 | Epsilon:  0.10 | Reward: -35.04882000132011 | Average Reward: -165.995 | Steps: 28809 | Total Reward: -34533.047833176126|
| Episode: 176 | Epsilon:  0.10 | Reward: -224.58006668279717 | Average Reward: -166.805 | Steps: 29000 | Total Reward: -34757.627899858926|
| Episode: 177 | Epsilon:  0.10 | Reward: -189.67113567916078 | Average Reward: -165.025 | Steps: 29253 | Total Reward: -34947.29903553807|
| Episode: 178 | Epsilon:  0.10 | Reward: -125.02052800251768 | Average Reward: -162.814 | Steps: 29439 | Total Reward: -35072.31956354054|
| Episode: 179 | Epsilon:  0.10 | Reward: -167.61106997069675 | Average Reward: -163.607 | Steps: 29679 | Total Reward: -35239.93063351125|
| Episode: 180 | Epsilon:  0.10 | Reward: -10.267125194846045 | Average Reward: -163.475 | Steps: 29924 | Total Reward: -35250.19775870606|
| Episode: 181 | Epsilon:  0.10 | Reward: -31.86231555114051 | Average Reward: -162.375 | Steps: 30106 | Total Reward: -35282.06007425717|
| Episode: 182 | Epsilon:  0.10 | Reward: -221.7690939618222 | Average Reward: -160.556 | Steps: 30349 | Total Reward: -35503.82916821896|
