+------------------------+----------------------------+--------------------+
|                        |     Supported Features     |  Program Commands  |
+========================+============================+====================+
| Compatible Layers      | Hopfield Layer,            | hopfield,          |
|                        | HopfieldLayer Layer,       | hopfield_layer,    |
|                        | HopfieldPooling Layer,     | hopfield_pooling,  |
|                        | LSTM,                      | lstm,              |
|                        | GRU                        | gru                |
+------------------------+----------------------------+--------------------+
| Supported Loss Metrics | Huber Loss,                | huber,             |
|                        | Mean Absolute Error Loss,  | mae,               |
|                        | Mean Squared Error Loss,   | mse,               |
|                        | SmoothL1 Loss              | smooth_l1          |
+------------------------+----------------------------+--------------------+
| Supported Optimizers   | RMSprop (default),         | rmsprop,           |
|                        | AdamW,                     | adam,              |
|                        | Adam                       | adamW              |
+------------------------+----------------------------+--------------------+
| Episode:   1 | Epsilon:  0.90 | Reward: -345.2415082396145 | Average Reward: -345.242 | Steps:   120 | Total Reward: -345.2415082396145|
| Episode:  58 | Epsilon:  0.15 | Reward: -10.0285511865806 | Average Reward: -135.176 | Steps: 23380 | Total Reward: -7840.180937726006|
| Episode:  59 | Epsilon:  0.14 | Reward: -200.69235004893932 | Average Reward: -136.286 | Steps: 23660 | Total Reward: -8040.873287774944|
| Episode:  60 | Epsilon:  0.14 | Reward: -200.06369755239723 | Average Reward: -137.349 | Steps: 23927 | Total Reward: -8240.93698532734|
| Episode:  61 | Epsilon:  0.14 | Reward: -239.65866327988908 | Average Reward: -139.026 | Steps: 24089 | Total Reward: -8480.595648607217|
| Episode:  62 | Epsilon:  0.14 | Reward: -124.56116999691515 | Average Reward: -138.793 | Steps: 24291 | Total Reward: -8605.156818604122|
| Episode:  63 | Epsilon:  0.14 | Reward: -220.80544702052265 | Average Reward: -140.095 | Steps: 24486 | Total Reward: -8825.962265624643|
| Episode:  64 | Epsilon:  0.13 | Reward: -191.05872164476904 | Average Reward: -140.891 | Steps: 24723 | Total Reward: -9017.02098726942|
| Episode:  65 | Epsilon:  0.13 | Reward: -15.764240298401461 | Average Reward: -138.966 | Steps: 24879 | Total Reward: -9032.785227567821|
| Episode:  66 | Epsilon:  0.13 | Reward: -123.00882972156337 | Average Reward: -138.724 | Steps: 24999 | Total Reward: -9155.79405728938|
| Episode:  67 | Epsilon:  0.13 | Reward: -197.1004826539634 | Average Reward: -139.595 | Steps: 25260 | Total Reward: -9352.894539943345|
| Episode:  68 | Epsilon:  0.13 | Reward: -270.8412994589984 | Average Reward: -141.526 | Steps: 25502 | Total Reward: -9623.735839402329|
| Episode:  69 | Epsilon:  0.13 | Reward: 238.92734927958685 | Average Reward: -136.012 | Steps: 25843 | Total Reward: -9384.80849012275|
| Episode:  70 | Epsilon:  0.13 | Reward: -201.91669289457553 | Average Reward: -136.953 | Steps: 26076 | Total Reward: -9586.72518301734|
| Episode:  71 | Epsilon:  0.12 | Reward: -245.38420844041164 | Average Reward: -138.480 | Steps: 26334 | Total Reward: -9832.109391457745|
| Episode:  72 | Epsilon:  0.12 | Reward: -83.6980358446175 | Average Reward: -137.720 | Steps: 26576 | Total Reward: -9915.807427302363|
| Episode:  73 | Epsilon:  0.12 | Reward: -58.4184182372437 | Average Reward: -136.633 | Steps: 26844 | Total Reward: -9974.225845539602|
| Episode:  74 | Epsilon:  0.12 | Reward: -17.832249465971145 | Average Reward: -135.028 | Steps: 27032 | Total Reward: -9992.058095005565|
| Episode:  75 | Epsilon:  0.12 | Reward: -8.06157408393905 | Average Reward: -133.335 | Steps: 27405 | Total Reward: -10000.119669089496|
| Episode:  76 | Epsilon:  0.12 | Reward: -234.62556735628834 | Average Reward: -134.668 | Steps: 27565 | Total Reward: -10234.745236445779|
| Episode:  77 | Epsilon:  0.12 | Reward: -136.5085414117305 | Average Reward: -134.692 | Steps: 27719 | Total Reward: -10371.2537778575|
| Episode:  78 | Epsilon:  0.12 | Reward: -210.75782707637785 | Average Reward: -135.667 | Steps: 27903 | Total Reward: -10582.01160493387|
| Episode:  79 | Epsilon:  0.12 | Reward: -36.85293658518691 | Average Reward: -134.416 | Steps: 28128 | Total Reward: -10618.864541519075|
| Episode:  80 | Epsilon:  0.12 | Reward: -81.47238867074564 | Average Reward: -133.754 | Steps: 28308 | Total Reward: -10700.336930189818|
| Episode:  81 | Epsilon:  0.11 | Reward: -4.075459536275943 | Average Reward: -132.153 | Steps: 28520 | Total Reward: -10704.412389726083|
| Episode:  82 | Epsilon:  0.11 | Reward: -73.5787818555675 | Average Reward: -131.439 | Steps: 28678 | Total Reward: -10777.991171581656|
| Episode:  83 | Epsilon:  0.11 | Reward: -230.42911328431188 | Average Reward: -132.632 | Steps: 28825 | Total Reward: -11008.420284865966|
| Episode:  84 | Epsilon:  0.11 | Reward: -34.663026301039324 | Average Reward: -131.465 | Steps: 28957 | Total Reward: -11043.083311167007|
| Episode:  85 | Epsilon:  0.11 | Reward: -47.41316639719591 | Average Reward: -130.476 | Steps: 29166 | Total Reward: -11090.496477564207|
| Episode:  86 | Epsilon:  0.11 | Reward: -43.17380976458287 | Average Reward: -129.461 | Steps: 29346 | Total Reward: -11133.670287328794|
| Episode:  87 | Epsilon:  0.11 | Reward: -200.73300095283787 | Average Reward: -130.280 | Steps: 29492 | Total Reward: -11334.40328828163|
| Episode:  88 | Epsilon:  0.11 | Reward: -171.1888230912709 | Average Reward: -130.745 | Steps: 29709 | Total Reward: -11505.592111372904|
| Episode:  89 | Epsilon:  0.11 | Reward: -237.04236543444148 | Average Reward: -131.940 | Steps: 29984 | Total Reward: -11742.634476807356|
| Episode:  90 | Epsilon:  0.11 | Reward: -83.55739811111803 | Average Reward: -131.402 | Steps: 30286 | Total Reward: -11826.191874918462|
| Episode:  91 | Epsilon:  0.11 | Reward: -167.80792440549374 | Average Reward: -131.802 | Steps: 30430 | Total Reward: -11993.999799323958|
| Episode:  92 | Epsilon:  0.11 | Reward: -273.9261310299053 | Average Reward: -133.347 | Steps: 30565 | Total Reward: -12267.925930353862|
| Episode:  93 | Epsilon:  0.11 | Reward: -76.64037250636144 | Average Reward: -132.737 | Steps: 30717 | Total Reward: -12344.566302860227|
| Episode:  94 | Epsilon:  0.11 | Reward: 7.628819108820039 | Average Reward: -131.244 | Steps: 30834 | Total Reward: -12336.937483751402|
| Episode:  95 | Epsilon:  0.11 | Reward: 16.496362383522694 | Average Reward: -129.689 | Steps: 31013 | Total Reward: -12320.441121367881|
| Episode:  96 | Epsilon:  0.11 | Reward: -14.787608867321325 | Average Reward: -128.492 | Steps: 31195 | Total Reward: -12335.2287302352|
| Episode:  97 | Epsilon:  0.11 | Reward: -260.2337503779809 | Average Reward: -129.850 | Steps: 31482 | Total Reward: -12595.462480613185|
| Episode:  98 | Epsilon:  0.11 | Reward: -183.91889252204248 | Average Reward: -130.402 | Steps: 31605 | Total Reward: -12779.381373135235|
| Episode:  99 | Epsilon:  0.11 | Reward: -265.5238269210791 | Average Reward: -131.767 | Steps: 31961 | Total Reward: -13044.905200056306|
| Episode: 100 | Epsilon:  0.11 | Reward: -87.44797511599518 | Average Reward: -131.324 | Steps: 32098 | Total Reward: -13132.353175172291|
| Episode: 101 | Epsilon:  0.11 | Reward: -211.20727373620315 | Average Reward: -129.983 | Steps: 32334 | Total Reward: -13343.560448908484|
| Episode: 102 | Epsilon:  0.11 | Reward: -73.55010091694027 | Average Reward: -127.801 | Steps: 32487 | Total Reward: -13417.110549825426|
| Episode: 103 | Epsilon:  0.10 | Reward: -200.53644580507515 | Average Reward: -127.487 | Steps: 32716 | Total Reward: -13617.646995630505|
| Episode: 104 | Epsilon:  0.10 | Reward: -105.88719683387082 | Average Reward: -127.661 | Steps: 32825 | Total Reward: -13723.534192464374|
| Episode: 105 | Epsilon:  0.10 | Reward: -158.8902836621402 | Average Reward: -127.251 | Steps: 32965 | Total Reward: -13882.424476126509|
| Episode: 106 | Epsilon:  0.10 | Reward: -240.8891003927572 | Average Reward: -128.432 | Steps: 33235 | Total Reward: -14123.313576519273|
| Episode: 107 | Epsilon:  0.10 | Reward: -345.0898454198957 | Average Reward: -130.261 | Steps: 33355 | Total Reward: -14468.403421939169|
| Episode: 108 | Epsilon:  0.10 | Reward: -150.63886036706194 | Average Reward: -131.237 | Steps: 33522 | Total Reward: -14619.04228230623|
| Episode: 109 | Epsilon:  0.10 | Reward: -7.8033496678261685 | Average Reward: -129.127 | Steps: 33803 | Total Reward: -14626.845631974056|
| Episode: 110 | Epsilon:  0.10 | Reward: -84.71846537083965 | Average Reward: -128.455 | Steps: 33921 | Total Reward: -14711.564097344875|
| Episode: 111 | Epsilon:  0.10 | Reward: -108.97433331365558 | Average Reward: -128.220 | Steps: 34030 | Total Reward: -14820.538430658526|
| Episode: 112 | Epsilon:  0.10 | Reward: 73.64749300977734 | Average Reward: -126.143 | Steps: 35030 | Total Reward: -14746.890937648743|
| Episode: 113 | Epsilon:  0.10 | Reward: -175.28197281450161 | Average Reward: -127.004 | Steps: 35155 | Total Reward: -14922.172910463243|
| Episode: 114 | Epsilon:  0.10 | Reward: -118.61128271815925 | Average Reward: -124.246 | Steps: 35314 | Total Reward: -15040.784193181393|
| Episode: 115 | Epsilon:  0.10 | Reward: -99.14654055179679 | Average Reward: -123.989 | Steps: 35504 | Total Reward: -15139.9307337332|
| Episode: 116 | Epsilon:  0.10 | Reward: -61.92631977444602 | Average Reward: -123.499 | Steps: 35712 | Total Reward: -15201.857053507643|
| Episode: 117 | Epsilon:  0.10 | Reward: -120.6621489571236 | Average Reward: -124.341 | Steps: 35831 | Total Reward: -15322.519202464768|
| Episode: 118 | Epsilon:  0.10 | Reward: -181.92022421077394 | Average Reward: -124.742 | Steps: 35959 | Total Reward: -15504.439426675552|
| Episode: 119 | Epsilon:  0.10 | Reward: -109.25878683323855 | Average Reward: -122.757 | Steps: 36212 | Total Reward: -15613.698213508782|
| Episode: 120 | Epsilon:  0.10 | Reward: -100.6452954922337 | Average Reward: -122.211 | Steps: 36407 | Total Reward: -15714.343509001013|
| Episode: 121 | Epsilon:  0.10 | Reward: -75.57336605984867 | Average Reward: -121.788 | Steps: 36609 | Total Reward: -15789.916875060859|
| Episode: 122 | Epsilon:  0.10 | Reward: -286.7486329823033 | Average Reward: -123.662 | Steps: 36798 | Total Reward: -16076.66550804316|
| Episode: 123 | Epsilon:  0.10 | Reward: -72.7182472930942 | Average Reward: -122.461 | Steps: 37030 | Total Reward: -16149.383755336252|
| Episode: 124 | Epsilon:  0.10 | Reward: -62.74436168376566 | Average Reward: -120.137 | Steps: 37172 | Total Reward: -16212.128117020025|
| Episode: 125 | Epsilon:  0.10 | Reward: -43.9772033076635 | Average Reward: -113.518 | Steps: 37300 | Total Reward: -16256.105320327693|
| Episode: 126 | Epsilon:  0.10 | Reward: -247.4266807394559 | Average Reward: -115.004 | Steps: 37485 | Total Reward: -16503.532001067157|
| Episode: 127 | Epsilon:  0.10 | Reward: -277.6355463673075 | Average Reward: -117.193 | Steps: 37615 | Total Reward: -16781.16754743446|
| Episode: 128 | Epsilon:  0.10 | Reward: -140.8823691557352 | Average Reward: -118.106 | Steps: 37943 | Total Reward: -16922.04991659017|
| Episode: 129 | Epsilon:  0.10 | Reward: -285.13367610281216 | Average Reward: -119.086 | Steps: 38108 | Total Reward: -17207.18359269299|
| Episode: 130 | Epsilon:  0.10 | Reward: -294.1480799156718 | Average Reward: -121.072 | Steps: 38228 | Total Reward: -17501.33167260865|
| Episode: 131 | Epsilon:  0.10 | Reward: -99.88953846780353 | Average Reward: -121.082 | Steps: 38363 | Total Reward: -17601.221211076427|
| Episode: 132 | Epsilon:  0.10 | Reward: -304.139583278635 | Average Reward: -124.256 | Steps: 38487 | Total Reward: -17905.360794355067|
| Episode: 133 | Epsilon:  0.10 | Reward: 48.03207551217088 | Average Reward: -122.294 | Steps: 38657 | Total Reward: -17857.3287188429|
| Episode: 134 | Epsilon:  0.10 | Reward: -106.27970867741931 | Average Reward: -123.474 | Steps: 38880 | Total Reward: -17963.608427520325|
| Episode: 135 | Epsilon:  0.10 | Reward: -120.65675929323899 | Average Reward: -124.826 | Steps: 39095 | Total Reward: -18084.265186813565|
| Episode: 136 | Epsilon:  0.10 | Reward: 21.73716144169957 | Average Reward: -123.321 | Steps: 39315 | Total Reward: -18062.52802537189|
| Episode: 137 | Epsilon:  0.10 | Reward: -270.6256445973104 | Average Reward: -123.447 | Steps: 39525 | Total Reward: -18333.1536699692|
| Episode: 138 | Epsilon:  0.10 | Reward: -258.932514552335 | Average Reward: -124.178 | Steps: 39717 | Total Reward: -18592.086184521537|
| Episode: 139 | Epsilon:  0.10 | Reward: -60.860109628852186 | Average Reward: -122.403 | Steps: 39901 | Total Reward: -18652.94629415039|
| Episode: 140 | Epsilon:  0.10 | Reward: -60.98161583223242 | Average Reward: -120.556 | Steps: 40045 | Total Reward: -18713.92790998263|
| Episode: 141 | Epsilon:  0.10 | Reward: -55.582717529193204 | Average Reward: -118.312 | Steps: 40227 | Total Reward: -18769.51062751183|
| Episode: 142 | Epsilon:  0.10 | Reward: -237.39094196585907 | Average Reward: -119.825 | Steps: 40358 | Total Reward: -19006.90156947769|
| Episode: 143 | Epsilon:  0.10 | Reward: -213.3242729341958 | Average Reward: -121.769 | Steps: 40614 | Total Reward: -19220.225842411888|
| Episode: 144 | Epsilon:  0.10 | Reward: -335.109002284637 | Average Reward: -123.830 | Steps: 40843 | Total Reward: -19555.33484469652|
| Episode: 145 | Epsilon:  0.10 | Reward: -172.98464369842964 | Average Reward: -124.935 | Steps: 40990 | Total Reward: -19728.319488394955|
| Episode: 146 | Epsilon:  0.10 | Reward: -87.37604348526821 | Average Reward: -125.230 | Steps: 41183 | Total Reward: -19815.69553188023|
| Episode: 147 | Epsilon:  0.10 | Reward: -199.6660642664093 | Average Reward: -127.886 | Steps: 41313 | Total Reward: -20015.361596146653|
| Episode: 148 | Epsilon:  0.10 | Reward: -38.735789802223344 | Average Reward: -128.151 | Steps: 41507 | Total Reward: -20054.09738594887|
| Episode: 149 | Epsilon:  0.10 | Reward: -84.98599394091742 | Average Reward: -128.842 | Steps: 41776 | Total Reward: -20139.08337988976|
| Episode: 150 | Epsilon:  0.10 | Reward: -228.7905972660128 | Average Reward: -128.450 | Steps: 41984 | Total Reward: -20367.873977155767|
| Episode: 151 | Epsilon:  0.10 | Reward: -228.85377423263577 | Average Reward: -133.079 | Steps: 42179 | Total Reward: -20596.727751388393|
| Episode: 152 | Epsilon:  0.10 | Reward: -78.51674190498798 | Average Reward: -135.491 | Steps: 42334 | Total Reward: -20675.244493293372|
| Episode: 153 | Epsilon:  0.10 | Reward: -135.00353660502077 | Average Reward: -136.467 | Steps: 42624 | Total Reward: -20810.24802989841|
| Episode: 154 | Epsilon:  0.10 | Reward: -76.28951893536177 | Average Reward: -137.252 | Steps: 42801 | Total Reward: -20886.537548833763|
| Episode: 155 | Epsilon:  0.10 | Reward: -119.63482409154298 | Average Reward: -138.622 | Steps: 43036 | Total Reward: -21006.172372925284|
| Episode: 156 | Epsilon:  0.10 | Reward: -79.3031503909836 | Average Reward: -137.462 | Steps: 43228 | Total Reward: -21085.47552331627|
| Episode: 157 | Epsilon:  0.10 | Reward: -79.63809539238693 | Average Reward: -133.350 | Steps: 43410 | Total Reward: -21165.11361870864|
| Episode: 158 | Epsilon:  0.10 | Reward: -240.18909107885415 | Average Reward: -135.651 | Steps: 43655 | Total Reward: -21405.302709787502|
| Episode: 159 | Epsilon:  0.10 | Reward: -272.5497226781785 | Average Reward: -136.370 | Steps: 43794 | Total Reward: -21677.852432465676|
| Episode: 160 | Epsilon:  0.10 | Reward: -53.59702146725904 | Average Reward: -134.905 | Steps: 43978 | Total Reward: -21731.44945393294|
| Episode: 161 | Epsilon:  0.10 | Reward: -282.94825868853957 | Average Reward: -135.338 | Steps: 44224 | Total Reward: -22014.397712621485|
| Episode: 162 | Epsilon:  0.10 | Reward: -102.17194047425649 | Average Reward: -135.114 | Steps: 44513 | Total Reward: -22116.569653095754|
| Episode: 163 | Epsilon:  0.10 | Reward: 228.18515734492053 | Average Reward: -130.624 | Steps: 44805 | Total Reward: -21888.384495750815|
| Episode: 164 | Epsilon:  0.10 | Reward: 8.629535220229428 | Average Reward: -128.627 | Steps: 45008 | Total Reward: -21879.754960530554|
| Episode: 165 | Epsilon:  0.10 | Reward: -70.96997102960202 | Average Reward: -129.179 | Steps: 45265 | Total Reward: -21950.724931560166|
| Episode: 166 | Epsilon:  0.10 | Reward: -553.0202994433632 | Average Reward: -133.480 | Steps: 45367 | Total Reward: -22503.745231003555|
| Episode: 167 | Epsilon:  0.10 | Reward: -97.98484829817384 | Average Reward: -132.488 | Steps: 45611 | Total Reward: -22601.730079301717|
| Episode: 168 | Epsilon:  0.10 | Reward: -207.65652563918286 | Average Reward: -131.857 | Steps: 45803 | Total Reward: -22809.386604940908|
| Episode: 169 | Epsilon:  0.10 | Reward: -87.86331743005421 | Average Reward: -135.124 | Steps: 46010 | Total Reward: -22897.249922370967|
| Episode: 170 | Epsilon:  0.10 | Reward: -199.99211933912215 | Average Reward: -135.105 | Steps: 46159 | Total Reward: -23097.24204171008|
| Episode: 171 | Epsilon:  0.10 | Reward: -196.50840878997207 | Average Reward: -134.616 | Steps: 46364 | Total Reward: -23293.75045050006|
| Episode: 172 | Epsilon:  0.10 | Reward: -131.34229635694047 | Average Reward: -135.093 | Steps: 46614 | Total Reward: -23425.092746856997|
| Episode: 173 | Epsilon:  0.10 | Reward: -292.9418310791402 | Average Reward: -137.438 | Steps: 46836 | Total Reward: -23718.03457793614|
| Episode: 174 | Epsilon:  0.10 | Reward: -226.47898145933812 | Average Reward: -139.525 | Steps: 47024 | Total Reward: -23944.51355939547|
| Episode: 175 | Epsilon:  0.10 | Reward: -304.5989065662828 | Average Reward: -142.490 | Steps: 47249 | Total Reward: -24249.112465961753|
| Episode: 176 | Epsilon:  0.10 | Reward: -179.53817266488835 | Average Reward: -141.939 | Steps: 47432 | Total Reward: -24428.650638626626|
| Episode: 177 | Epsilon:  0.10 | Reward: -235.32906188146882 | Average Reward: -142.927 | Steps: 47666 | Total Reward: -24663.97970050808|
| Episode: 178 | Epsilon:  0.10 | Reward: -232.23235674400382 | Average Reward: -143.142 | Steps: 47884 | Total Reward: -24896.212057252105|
| Episode: 179 | Epsilon:  0.10 | Reward: -39.675815648529735 | Average Reward: -143.170 | Steps: 48064 | Total Reward: -24935.88787290066|
| Episode: 180 | Epsilon:  0.10 | Reward: -186.77186316682915 | Average Reward: -144.223 | Steps: 48282 | Total Reward: -25122.65973606751|
| Episode: 181 | Epsilon:  0.10 | Reward: 9.383797809024486 | Average Reward: -144.089 | Steps: 48484 | Total Reward: -25113.275938258503|
| Episode: 182 | Epsilon:  0.10 | Reward: -213.06336781916826 | Average Reward: -145.483 | Steps: 48754 | Total Reward: -25326.339306077665|
